# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.536541247740387917e-03 3.963120281696319580e-01 1.351075153797864914e-02 8.802151679992675781e-02 3.096183296293020248e-03 3.963120281696319580e-01 1.351075153797864914e-02 8.802151679992675781e-02
1.000000000000000000e+03 1.516595832072198391e-03 1.196385477669537067e-03 3.934679087251424789e-03 1.026801997795701027e-03 9.533716365694999695e-04 1.196385477669537067e-03 3.934679087251424789e-03 1.026801997795701027e-03
2.000000000000000000e+03 4.897463950328528881e-04 3.503411135170608759e-04 1.862752018496394157e-03 7.778881699778139591e-04 2.964730083476752043e-04 3.503411135170608759e-04 1.862752018496394157e-03 7.778881699778139591e-04
3.000000000000000000e+03 2.527749456930905581e-04 2.610891824588179588e-04 1.215716125443577766e-03 6.471328670158982277e-04 1.726523187244310975e-04 2.610891824588179588e-04 1.215716125443577766e-03 6.471328670158982277e-04
4.000000000000000000e+03 2.066082815872505307e-04 1.995862112380564213e-04 9.262025123462080956e-04 5.878013325855135918e-04 1.572452601976692677e-04 1.995862112380564213e-04 9.262025123462080956e-04 5.878013325855135918e-04
5.000000000000000000e+03 1.953967148438096046e-04 1.603438431629911065e-04 7.662131683900952339e-04 5.602969904430210590e-04 1.515939948149025440e-04 1.603438431629911065e-04 7.662131683900952339e-04 5.602969904430210590e-04
6.000000000000000000e+03 1.908840931719169021e-04 1.349369995296001434e-04 6.471552187576889992e-04 5.410691373981535435e-04 1.490027643740177155e-04 1.349369995296001434e-04 6.471552187576889992e-04 5.410691373981535435e-04
7.000000000000000000e+03 1.879533665487542748e-04 1.162092157755978405e-04 5.384150426834821701e-04 5.215331912040710449e-04 1.472251169616356492e-04 1.162092157755978405e-04 5.384150426834821701e-04 5.215331912040710449e-04
8.000000000000000000e+03 1.842913916334509850e-04 1.006295642582699656e-04 4.317741259001195431e-04 5.000989767722785473e-04 1.452737924410030246e-04 1.006295642582699656e-04 4.317741259001195431e-04 5.000989767722785473e-04
9.000000000000000000e+03 1.867777609732002020e-04 8.312567661050707102e-05 3.384972224012017250e-04 4.765830526594072580e-04 1.430116826668381691e-04 8.312567661050707102e-05 3.384972224012017250e-04 4.765830526594072580e-04
1.000000000000000000e+04 1.666246535023674369e-04 7.719271525274962187e-05 2.411642635706812143e-04 4.580320382956415415e-04 1.377376320306211710e-04 7.719271525274962187e-05 2.411642635706812143e-04 4.580320382956415415e-04
1.100000000000000000e+04 1.410605764249339700e-04 6.665887485723942518e-05 1.730963267618790269e-04 4.369246307760477066e-04 1.153726479969918728e-04 6.665887485723942518e-05 1.730963267618790269e-04 4.369246307760477066e-04
1.200000000000000000e+04 9.112220141105353832e-04 6.880755245219916105e-05 3.126933297608047724e-04 5.121023277752101421e-04 7.907463004812598228e-04 6.880755245219916105e-05 3.126933297608047724e-04 5.121023277752101421e-04
1.300000000000000000e+04 1.071546503226272762e-04 5.662448165821842849e-05 1.000060219666920602e-04 4.109420406166464090e-04 9.253503230866044760e-05 5.662448165821842849e-05 1.000060219666920602e-04 4.109420406166464090e-04
1.400000000000000000e+04 9.187541581923142076e-05 5.526882523554377258e-05 8.759000047575682402e-05 4.028580151498317719e-04 8.115489617921411991e-05 5.526882523554377258e-05 8.759000047575682402e-05 4.028580151498317719e-04
1.500000000000000000e+04 7.772432581987231970e-05 5.491179399541579187e-05 8.090479241218417883e-05 3.964889911003410816e-04 7.004213694017380476e-05 5.491179399541579187e-05 8.090479241218417883e-05 3.964889911003410816e-04
1.600000000000000000e+04 6.544973439304158092e-05 5.528429755941033363e-05 7.652344356756657362e-05 3.916471323464065790e-04 5.996836262056604028e-05 5.528429755941033363e-05 7.652344356756657362e-05 3.916471323464065790e-04
1.700000000000000000e+04 1.657174288993701339e-04 5.043615601607598364e-05 1.146799913840368390e-04 4.058224149048328400e-04 1.498402561992406845e-04 5.043615601607598364e-05 1.146799913840368390e-04 4.058224149048328400e-04
1.800000000000000000e+04 4.832021295442245901e-05 5.481104017235338688e-05 7.358325819950550795e-05 3.843880840577185154e-04 4.525158874457702041e-05 5.481104017235338688e-05 7.358325819950550795e-05 3.843880840577185154e-04
1.900000000000000000e+04 3.997064413852058351e-05 5.613843313767574728e-05 6.985523214098066092e-05 3.822952567134052515e-04 3.825376916211098433e-05 5.613843313767574728e-05 6.985523214098066092e-05 3.822952567134052515e-04
2.000000000000000000e+04 3.429222124395892024e-05 5.685618452844209969e-05 6.784530705772340298e-05 3.803458821494132280e-04 3.330220351926982403e-05 5.685618452844209969e-05 6.784530705772340298e-05 3.803458821494132280e-04
2.100000000000000000e+04 2.989564018207602203e-05 5.705028888769447803e-05 6.637489423155784607e-05 3.787531750276684761e-04 2.930378104792907834e-05 5.705028888769447803e-05 6.637489423155784607e-05 3.787531750276684761e-04
2.200000000000000000e+04 9.236055484507232904e-05 6.784142897231504321e-05 6.794052023906260729e-05 3.868587373290210962e-04 8.738964970689266920e-05 6.784142897231504321e-05 6.794052023906260729e-05 3.868587373290210962e-04
2.300000000000000000e+04 2.530657548049930483e-05 5.718606553273275495e-05 6.476097041741013527e-05 3.763277200050652027e-04 2.504586882423609495e-05 5.718606553273275495e-05 6.476097041741013527e-05 3.763277200050652027e-04
2.400000000000000000e+04 2.173484972445294261e-05 5.740791311836801469e-05 6.178844341775402427e-05 3.753230557776987553e-04 2.191480234614573419e-05 5.740791311836801469e-05 6.178844341775402427e-05 3.753230557776987553e-04
