0 [6.0000e-01]
100 [6.1423e-01]
200 [6.1020e-01]
300 [5.9377e-01]
400 [5.7369e-01]
500 [5.5155e-01]
600 [5.2919e-01]
700 [5.0728e-01]
800 [4.8845e-01]
900 [4.7400e-01]
1000 [4.6416e-01]
1100 [4.5790e-01]
1200 [4.5387e-01]
1300 [4.5133e-01]
1400 [4.5001e-01]
1500 [4.4977e-01]
1600 [4.5050e-01]
1700 [4.5203e-01]
1800 [4.5431e-01]
1900 [4.5707e-01]
2000 [4.6019e-01]
2100 [4.6354e-01]
2200 [4.6689e-01]
2300 [4.7033e-01]
2400 [4.7368e-01]
2500 [4.7698e-01]
2600 [4.8028e-01]
2700 [4.8336e-01]
2800 [4.8645e-01]
2900 [4.8939e-01]
3000 [4.9228e-01]
3100 [4.9506e-01]
3200 [4.9771e-01]
3300 [5.0038e-01]
3400 [5.0281e-01]
3500 [5.0530e-01]
3600 [5.0757e-01]
3700 [5.0981e-01]
3800 [5.1207e-01]
3900 [5.1417e-01]
4000 [5.1622e-01]
4100 [5.1827e-01]
4200 [5.2000e-01]
4300 [5.2180e-01]
4400 [5.2337e-01]
4500 [5.2490e-01]
4600 [5.2632e-01]
4700 [5.2747e-01]
4800 [5.2867e-01]
4900 [5.2960e-01]
5000 [5.3053e-01]
5100 [5.3142e-01]
5200 [5.3214e-01]
5300 [5.3285e-01]
5400 [5.3341e-01]
5500 [5.3393e-01]
5600 [5.3435e-01]
5700 [5.3480e-01]
5800 [5.3510e-01]
5900 [5.3540e-01]
6000 [5.3562e-01]
6100 [5.3587e-01]
6200 [5.3590e-01]
6300 [5.3605e-01]
6400 [5.3605e-01]
6500 [5.3611e-01]
6600 [5.3601e-01]
6700 [5.3600e-01]
6800 [5.3583e-01]
6900 [5.3575e-01]
7000 [5.3555e-01]
7100 [5.3540e-01]
7200 [5.3512e-01]
7300 [5.3493e-01]
7400 [5.3459e-01]
7500 [5.3436e-01]
7600 [5.3408e-01]
7700 [5.3372e-01]
7800 [5.3343e-01]
7900 [5.3297e-01]
8000 [5.3265e-01]
8100 [5.3229e-01]
8200 [5.3181e-01]
8300 [5.3142e-01]
8400 [5.3090e-01]
8500 [5.3045e-01]
8600 [5.2986e-01]
8700 [5.2939e-01]
8800 [5.2889e-01]
8900 [5.2824e-01]
9000 [5.2769e-01]
9100 [5.2703e-01]
9200 [5.2645e-01]
9300 [5.2573e-01]
9400 [5.2515e-01]
9500 [5.2450e-01]
9600 [5.2380e-01]
9700 [5.2312e-01]
9800 [5.2243e-01]
9900 [5.2175e-01]
10000 [5.2104e-01]
10100 [5.2036e-01]
10200 [5.1967e-01]
10300 [5.1901e-01]
10400 [5.1831e-01]
10500 [5.1765e-01]
10600 [5.1698e-01]
10700 [5.1637e-01]
10800 [5.1573e-01]
10900 [5.1509e-01]
11000 [5.1446e-01]
11100 [5.1392e-01]
11200 [5.1333e-01]
11300 [5.1274e-01]
11400 [5.1223e-01]
11500 [5.1167e-01]
11600 [5.1119e-01]
11700 [5.1068e-01]
11800 [5.1026e-01]
11900 [5.0976e-01]
12000 [5.0935e-01]
12100 [5.0889e-01]
12200 [5.0854e-01]
