# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.536428749561309814e-02 9.456853568553924561e-02 9.531943500041961670e-02 9.456853568553924561e-02
1.000000000000000000e+03 1.734542747726663947e-04 8.467298175673931837e-05 1.247745240107178688e-04 8.467298175673931837e-05
2.000000000000000000e+03 7.804690540069714189e-05 4.349929804448038340e-05 5.685201904270797968e-05 4.349929804448038340e-05
3.000000000000000000e+03 4.095926851732656360e-05 3.837509939330630004e-05 3.036230918951332569e-05 3.837509939330630004e-05
4.000000000000000000e+03 1.678669468674343079e-05 3.905184348695911467e-05 1.294947651331312954e-05 3.905184348695911467e-05
5.000000000000000000e+03 3.301327751614735462e-06 3.889881190843880177e-05 2.566193188613397069e-06 3.889881190843880177e-05
6.000000000000000000e+03 1.265353716917161364e-06 3.833472146652638912e-05 9.640286862122593448e-07 3.833472146652638912e-05
7.000000000000000000e+03 7.684892580073210411e-07 3.701314926729537547e-05 5.745961288994294591e-07 3.701314926729537547e-05
8.000000000000000000e+03 2.738844486884772778e-04 1.255173265235498548e-04 2.746922837104648352e-04 1.255173265235498548e-04
9.000000000000000000e+03 6.230003464224864729e-07 3.525041029206477106e-05 3.982882219588645967e-07 3.525041029206477106e-05
1.000000000000000000e+04 4.555233203973330092e-07 3.401396679691970348e-05 3.284683884885453153e-07 3.401396679691970348e-05
1.100000000000000000e+04 7.283562354132300243e-06 4.053106385981664062e-05 8.004773917491547763e-06 4.053106385981664062e-05
1.200000000000000000e+04 7.720847861492075026e-06 4.417436502990312874e-05 7.676276254642289132e-06 4.417436502990312874e-05
1.300000000000000000e+04 6.201728683663532138e-05 7.519988866988569498e-05 6.281355308601632714e-05 7.519988866988569498e-05
1.400000000000000000e+04 2.293350007676053792e-06 3.220126382075250149e-05 1.998437483052839525e-06 3.220126382075250149e-05
1.500000000000000000e+04 1.453971094633743633e-06 3.275626295362599194e-05 1.090064756681385916e-06 3.275626295362599194e-05
1.600000000000000000e+04 2.338712693017441779e-05 4.510473081609234214e-05 2.489311737008392811e-05 4.510473081609234214e-05
1.700000000000000000e+04 2.794930935579031939e-07 2.970245259348303080e-05 1.805435090318496805e-07 2.970245259348303080e-05
1.800000000000000000e+04 4.459878618945367634e-05 9.551531547913327813e-05 4.572079342324286699e-05 9.551531547913327813e-05
1.900000000000000000e+04 2.976876930915750563e-05 3.060191374970600009e-05 2.683464117581024766e-05 3.060191374970600009e-05
2.000000000000000000e+04 2.258348331451998092e-06 3.034459223272278905e-05 2.313560116817825474e-06 3.034459223272278905e-05
2.100000000000000000e+04 1.779595777406939305e-06 2.887457776523660868e-05 1.428492623745114543e-06 2.887457776523660868e-05
2.200000000000000000e+04 2.954941464849980548e-06 2.919679172919131815e-05 2.590852773209917359e-06 2.919679172919131815e-05
2.300000000000000000e+04 1.245601765731407795e-06 2.880263309634756297e-05 1.250214495485124644e-06 2.880263309634756297e-05
2.400000000000000000e+04 4.453958410977065796e-07 2.740454146987758577e-05 3.835652933048550040e-07 2.740454146987758577e-05
2.500000000000000000e+04 3.477007624042016687e-07 2.797011075017508119e-05 1.995057061776606133e-07 2.797011075017508119e-05
2.600000000000000000e+04 3.198127842551912181e-07 2.672572190931532532e-05 2.401319250111555448e-07 2.672572190931532532e-05
2.700000000000000000e+04 2.619865711039892631e-07 2.611450872791465372e-05 1.785941350362918456e-07 2.611450872791465372e-05
2.800000000000000000e+04 2.624202863898972282e-07 2.602171298349276185e-05 1.787539645192737225e-07 2.602171298349276185e-05
2.900000000000000000e+04 1.204151544698106591e-06 2.608363865874707699e-05 1.097795120585942641e-06 2.608363865874707699e-05
3.000000000000000000e+04 3.093600469128432451e-07 2.529359517211560160e-05 2.171259154692961602e-07 2.529359517211560160e-05
3.100000000000000000e+04 3.197658031695027603e-07 2.507821045583114028e-05 2.236669729427376296e-07 2.507821045583114028e-05
3.200000000000000000e+04 4.939334985465393402e-07 2.509253317839466035e-05 3.467476119567436399e-07 2.509253317839466035e-05
3.300000000000000000e+04 3.706273901116219349e-07 2.453686283843126148e-05 2.605162023883167421e-07 2.453686283843126148e-05
3.400000000000000000e+04 1.770463086359086446e-06 2.513357867428567261e-05 1.585567133588483557e-06 2.513357867428567261e-05
3.500000000000000000e+04 4.172851220118900528e-07 2.380158366577234119e-05 3.041639047296484932e-07 2.380158366577234119e-05
3.600000000000000000e+04 9.064008736459072679e-06 3.042672506126109511e-05 9.383143151353579015e-06 3.042672506126109511e-05
3.700000000000000000e+04 4.821054631065635476e-07 2.308259718120098114e-05 3.599346314331342001e-07 2.308259718120098114e-05
3.800000000000000000e+04 1.455473466194234788e-05 2.552773730712942779e-05 1.458581755287013948e-05 2.552773730712942779e-05
3.900000000000000000e+04 7.300252491404535249e-07 2.298278013768140227e-05 6.299457027125754394e-07 2.298278013768140227e-05
4.000000000000000000e+04 6.231550173652067315e-07 2.305941779923159629e-05 4.397656425680906978e-07 2.305941779923159629e-05
4.100000000000000000e+04 5.656655730490456335e-07 2.227473669336177409e-05 4.050708639624645002e-07 2.227473669336177409e-05
4.200000000000000000e+04 6.150282274575147312e-07 2.238625711470376700e-05 4.860567628384160344e-07 2.238625711470376700e-05
4.300000000000000000e+04 3.139054797429707833e-06 2.296706952620297670e-05 2.863623649318469688e-06 2.296706952620297670e-05
4.400000000000000000e+04 5.545022077058092691e-07 2.141170625691302121e-05 4.234525761148688616e-07 2.141170625691302121e-05
4.500000000000000000e+04 1.160589818027801812e-06 2.133681846316903830e-05 9.262481626137741841e-07 2.133681846316903830e-05
4.600000000000000000e+04 1.226865242642816156e-05 2.731005588429979980e-05 1.147504917753394693e-05 2.731005588429979980e-05
4.700000000000000000e+04 6.091889872550382279e-07 2.049630529654677957e-05 4.747240325286838925e-07 2.049630529654677957e-05
