0 [0.0000e+00, 0.0000e+00]
20200 [9.9389e-02, 1.0036e-01]
20300 [9.9382e-02, 1.0037e-01]
20400 [9.9383e-02, 1.0037e-01]
20500 [9.9388e-02, 1.0037e-01]
20600 [9.9387e-02, 1.0038e-01]
20700 [9.9396e-02, 1.0038e-01]
20800 [9.9394e-02, 1.0038e-01]
20900 [9.9382e-02, 1.0041e-01]
21000 [9.9390e-02, 1.0038e-01]
21100 [9.9401e-02, 1.0038e-01]
21200 [9.9412e-02, 1.0037e-01]
21300 [9.9378e-02, 1.0037e-01]
21400 [9.9408e-02, 1.0039e-01]
21500 [9.9411e-02, 1.0039e-01]
21600 [9.9405e-02, 1.0038e-01]
21700 [9.9415e-02, 1.0039e-01]
21800 [9.9389e-02, 1.0038e-01]
21900 [9.9419e-02, 1.0039e-01]
22000 [9.9422e-02, 1.0039e-01]
22100 [9.9409e-02, 1.0039e-01]
22200 [9.9427e-02, 1.0039e-01]
22300 [9.9429e-02, 1.0040e-01]
22400 [9.9431e-02, 1.0040e-01]
22500 [9.9434e-02, 1.0040e-01]
22600 [9.9443e-02, 1.0039e-01]
22700 [9.9438e-02, 1.0040e-01]
22800 [9.9427e-02, 1.0039e-01]
22900 [9.9443e-02, 1.0040e-01]
23000 [9.9448e-02, 1.0040e-01]
23100 [9.9448e-02, 1.0040e-01]
23200 [9.9449e-02, 1.0040e-01]
23300 [9.9453e-02, 1.0040e-01]
23400 [9.9454e-02, 1.0040e-01]
23500 [9.9455e-02, 1.0041e-01]
23600 [9.9459e-02, 1.0040e-01]
23700 [9.9442e-02, 1.0042e-01]
23800 [9.9463e-02, 1.0041e-01]
23900 [9.9466e-02, 1.0041e-01]
24000 [9.9468e-02, 1.0041e-01]
24100 [9.9476e-02, 1.0040e-01]
24200 [9.9472e-02, 1.0041e-01]
24300 [9.9475e-02, 1.0041e-01]
24400 [9.9477e-02, 1.0041e-01]
24500 [9.9485e-02, 1.0040e-01]
24600 [9.9481e-02, 1.0041e-01]
24700 [9.9481e-02, 1.0041e-01]
24800 [9.9484e-02, 1.0042e-01]
24900 [9.9487e-02, 1.0041e-01]
25000 [9.9488e-02, 1.0041e-01]
25100 [9.9492e-02, 1.0041e-01]
25200 [9.9494e-02, 1.0041e-01]
25300 [9.9496e-02, 1.0041e-01]
25400 [9.9497e-02, 1.0041e-01]
25500 [9.9493e-02, 1.0041e-01]
25600 [9.9502e-02, 1.0041e-01]
25700 [9.9504e-02, 1.0041e-01]
25800 [9.9507e-02, 1.0041e-01]
25900 [9.9507e-02, 1.0041e-01]
26000 [9.9521e-02, 1.0042e-01]
26100 [9.9512e-02, 1.0041e-01]
26200 [9.9516e-02, 1.0041e-01]
26300 [9.9515e-02, 1.0041e-01]
26400 [9.9516e-02, 1.0041e-01]
26500 [9.9517e-02, 1.0041e-01]
26600 [9.9521e-02, 1.0041e-01]
26700 [9.9522e-02, 1.0041e-01]
26800 [9.9525e-02, 1.0041e-01]
26900 [9.9523e-02, 1.0041e-01]
27000 [9.9532e-02, 1.0041e-01]
27100 [9.9530e-02, 1.0041e-01]
27200 [9.9532e-02, 1.0041e-01]
27300 [9.9535e-02, 1.0040e-01]
27400 [9.9535e-02, 1.0041e-01]
27500 [9.9544e-02, 1.0039e-01]
27600 [9.9523e-02, 1.0040e-01]
27700 [9.9540e-02, 1.0041e-01]
27800 [9.9540e-02, 1.0041e-01]
27900 [9.9544e-02, 1.0041e-01]
28000 [9.9542e-02, 1.0041e-01]
28100 [9.9547e-02, 1.0041e-01]
28200 [9.9547e-02, 1.0040e-01]
28300 [9.9549e-02, 1.0040e-01]
28400 [9.9552e-02, 1.0040e-01]
28500 [9.9542e-02, 1.0040e-01]
28600 [9.9554e-02, 1.0040e-01]
28700 [9.9557e-02, 1.0040e-01]
28800 [9.9562e-02, 1.0038e-01]
28900 [9.9558e-02, 1.0040e-01]
29000 [9.9561e-02, 1.0040e-01]
29100 [9.9562e-02, 1.0040e-01]
29200 [9.9564e-02, 1.0040e-01]
29300 [9.9565e-02, 1.0040e-01]
29400 [9.9566e-02, 1.0040e-01]
29500 [9.9570e-02, 1.0040e-01]
29600 [9.9569e-02, 1.0040e-01]
29700 [9.9569e-02, 1.0040e-01]
29800 [9.9543e-02, 1.0040e-01]
29900 [9.9573e-02, 1.0040e-01]
30000 [9.9573e-02, 1.0040e-01]
30100 [9.9572e-02, 1.0039e-01]
30200 [9.9579e-02, 1.0040e-01]
30300 [9.9578e-02, 1.0039e-01]
30400 [9.9578e-02, 1.0039e-01]
30500 [9.9580e-02, 1.0039e-01]
30600 [9.9581e-02, 1.0039e-01]
30700 [9.9579e-02, 1.0039e-01]
30800 [9.9585e-02, 1.0039e-01]
30900 [9.9598e-02, 1.0038e-01]
31000 [9.9582e-02, 1.0039e-01]
31100 [9.9587e-02, 1.0039e-01]
31200 [9.9591e-02, 1.0041e-01]
31300 [9.9589e-02, 1.0039e-01]
31400 [9.9588e-02, 1.0039e-01]
31500 [9.9592e-02, 1.0039e-01]
31600 [9.9587e-02, 1.0039e-01]
31700 [9.9594e-02, 1.0039e-01]
31800 [9.9593e-02, 1.0039e-01]
31900 [9.9595e-02, 1.0038e-01]
32000 [9.9595e-02, 1.0038e-01]
32100 [9.9597e-02, 1.0038e-01]
32200 [9.9599e-02, 1.0038e-01]
32300 [9.9599e-02, 1.0038e-01]
32400 [9.9597e-02, 1.0038e-01]
32500 [9.9601e-02, 1.0038e-01]
32600 [9.9602e-02, 1.0038e-01]
32700 [9.9602e-02, 1.0038e-01]
32800 [9.9604e-02, 1.0038e-01]
32900 [9.9606e-02, 1.0038e-01]
33000 [9.9602e-02, 1.0038e-01]
33100 [9.9607e-02, 1.0038e-01]
33200 [9.9618e-02, 1.0037e-01]
33300 [9.9609e-02, 1.0038e-01]
33400 [9.9609e-02, 1.0037e-01]
33500 [9.9608e-02, 1.0037e-01]
33600 [9.9613e-02, 1.0037e-01]
33700 [9.9611e-02, 1.0037e-01]
33800 [9.9611e-02, 1.0037e-01]
33900 [9.9613e-02, 1.0037e-01]
34000 [9.9613e-02, 1.0037e-01]
34100 [9.9610e-02, 1.0037e-01]
34200 [9.9615e-02, 1.0037e-01]
34300 [9.9623e-02, 1.0035e-01]
34400 [9.9616e-02, 1.0037e-01]
34500 [9.9617e-02, 1.0037e-01]
34600 [9.9620e-02, 1.0036e-01]
34700 [9.9620e-02, 1.0037e-01]
34800 [9.9619e-02, 1.0036e-01]
34900 [9.9619e-02, 1.0036e-01]
35000 [9.9620e-02, 1.0036e-01]
35100 [9.9621e-02, 1.0036e-01]
35200 [9.9622e-02, 1.0036e-01]
35300 [9.9624e-02, 1.0036e-01]
35400 [9.9623e-02, 1.0036e-01]
35500 [9.9621e-02, 1.0036e-01]
35600 [9.9626e-02, 1.0036e-01]
35700 [9.9615e-02, 1.0035e-01]
35800 [9.9616e-02, 1.0037e-01]
35900 [9.9626e-02, 1.0035e-01]
36000 [9.9626e-02, 1.0035e-01]
36100 [9.9622e-02, 1.0036e-01]
36200 [9.9628e-02, 1.0035e-01]
36300 [9.9628e-02, 1.0035e-01]
36400 [9.9629e-02, 1.0035e-01]
36500 [9.9629e-02, 1.0035e-01]
36600 [9.9628e-02, 1.0035e-01]
36700 [9.9630e-02, 1.0035e-01]
36800 [9.9638e-02, 1.0034e-01]
36900 [9.9627e-02, 1.0034e-01]
37000 [9.9632e-02, 1.0035e-01]
37100 [9.9632e-02, 1.0034e-01]
37200 [9.9642e-02, 1.0034e-01]
37300 [9.9633e-02, 1.0034e-01]
37400 [9.9634e-02, 1.0034e-01]
37500 [9.9634e-02, 1.0034e-01]
37600 [9.9635e-02, 1.0034e-01]
37700 [9.9631e-02, 1.0034e-01]
37800 [9.9635e-02, 1.0034e-01]
37900 [9.9638e-02, 1.0034e-01]
38000 [9.9634e-02, 1.0034e-01]
38100 [9.9637e-02, 1.0034e-01]
38200 [9.9637e-02, 1.0033e-01]
38300 [9.9640e-02, 1.0033e-01]
38400 [9.9639e-02, 1.0033e-01]
38500 [9.9626e-02, 1.0036e-01]
38600 [9.9638e-02, 1.0033e-01]
38700 [9.9637e-02, 1.0033e-01]
38800 [9.9635e-02, 1.0033e-01]
38900 [9.9639e-02, 1.0033e-01]
39000 [9.9641e-02, 1.0033e-01]
39100 [9.9640e-02, 1.0033e-01]
39200 [9.9640e-02, 1.0033e-01]
39300 [9.9633e-02, 1.0032e-01]
39400 [9.9641e-02, 1.0032e-01]
39500 [9.9627e-02, 1.0034e-01]
39600 [9.9642e-02, 1.0032e-01]
39700 [9.9641e-02, 1.0032e-01]
39800 [9.9645e-02, 1.0032e-01]
39900 [9.9642e-02, 1.0032e-01]
40000 [9.9642e-02, 1.0032e-01]
40100 [9.9643e-02, 1.0032e-01]
40200 [9.9635e-02, 1.0031e-01]
40300 [9.9651e-02, 1.0032e-01]
40400 [9.9644e-02, 1.0032e-01]
40500 [9.9644e-02, 1.0031e-01]
40600 [9.9644e-02, 1.0031e-01]
40700 [9.9643e-02, 1.0031e-01]
40800 [9.9645e-02, 1.0031e-01]
40900 [9.9646e-02, 1.0032e-01]
41000 [9.9643e-02, 1.0031e-01]
41100 [9.9646e-02, 1.0031e-01]
41200 [9.9645e-02, 1.0031e-01]
41300 [9.9646e-02, 1.0031e-01]
41400 [9.9646e-02, 1.0031e-01]
41500 [9.9666e-02, 1.0031e-01]
41600 [9.9647e-02, 1.0031e-01]
41700 [9.9639e-02, 1.0030e-01]
41800 [9.9650e-02, 1.0030e-01]
41900 [9.9648e-02, 1.0030e-01]
42000 [9.9648e-02, 1.0030e-01]
42100 [9.9648e-02, 1.0030e-01]
42200 [9.9647e-02, 1.0030e-01]
42300 [9.9648e-02, 1.0030e-01]
42400 [9.9649e-02, 1.0030e-01]
42500 [9.9649e-02, 1.0030e-01]
42600 [9.9648e-02, 1.0030e-01]
42700 [9.9649e-02, 1.0030e-01]
42800 [9.9649e-02, 1.0030e-01]
42900 [9.9649e-02, 1.0029e-01]
43000 [9.9656e-02, 1.0028e-01]
43100 [9.9649e-02, 1.0029e-01]
43200 [9.9648e-02, 1.0029e-01]
43300 [9.9650e-02, 1.0029e-01]
43400 [9.9648e-02, 1.0029e-01]
43500 [9.9645e-02, 1.0029e-01]
43600 [9.9650e-02, 1.0029e-01]
43700 [9.9651e-02, 1.0029e-01]
43800 [9.9649e-02, 1.0029e-01]
43900 [9.9651e-02, 1.0029e-01]
44000 [9.9651e-02, 1.0029e-01]
44100 [9.9651e-02, 1.0028e-01]
44200 [9.9651e-02, 1.0028e-01]
44300 [9.9648e-02, 1.0028e-01]
44400 [9.9652e-02, 1.0028e-01]
44500 [9.9652e-02, 1.0028e-01]
44600 [9.9653e-02, 1.0028e-01]
44700 [9.9651e-02, 1.0028e-01]
44800 [9.9647e-02, 1.0027e-01]
44900 [9.9649e-02, 1.0028e-01]
45000 [9.9654e-02, 1.0028e-01]
45100 [9.9649e-02, 1.0026e-01]
45200 [9.9652e-02, 1.0027e-01]
45300 [9.9650e-02, 1.0027e-01]
45400 [9.9651e-02, 1.0028e-01]
45500 [9.9663e-02, 1.0028e-01]
45600 [9.9644e-02, 1.0028e-01]
45700 [9.9652e-02, 1.0027e-01]
45800 [9.9658e-02, 1.0027e-01]
45900 [9.9668e-02, 1.0025e-01]
46000 [9.9652e-02, 1.0027e-01]
46100 [9.9640e-02, 1.0026e-01]
46200 [9.9652e-02, 1.0027e-01]
46300 [9.9652e-02, 1.0027e-01]
46400 [9.9652e-02, 1.0026e-01]
46500 [9.9652e-02, 1.0026e-01]
46600 [9.9654e-02, 1.0026e-01]
46700 [9.9652e-02, 1.0026e-01]
46800 [9.9649e-02, 1.0026e-01]
46900 [9.9651e-02, 1.0027e-01]
47000 [9.9652e-02, 1.0026e-01]
47100 [9.9659e-02, 1.0026e-01]
47200 [9.9654e-02, 1.0026e-01]
47300 [9.9652e-02, 1.0026e-01]
47400 [9.9655e-02, 1.0025e-01]
47500 [9.9654e-02, 1.0026e-01]
47600 [9.9650e-02, 1.0025e-01]
47700 [9.9658e-02, 1.0026e-01]
47800 [9.9653e-02, 1.0026e-01]
47900 [9.9637e-02, 1.0024e-01]
48000 [9.9652e-02, 1.0025e-01]
48100 [9.9652e-02, 1.0025e-01]
48200 [9.9653e-02, 1.0025e-01]
48300 [9.9652e-02, 1.0025e-01]
48400 [9.9663e-02, 1.0023e-01]
48500 [9.9652e-02, 1.0025e-01]
48600 [9.9652e-02, 1.0025e-01]
48700 [9.9653e-02, 1.0025e-01]
48800 [9.9652e-02, 1.0025e-01]
48900 [9.9653e-02, 1.0025e-01]
49000 [9.9652e-02, 1.0024e-01]
49100 [9.9652e-02, 1.0024e-01]
49200 [9.9652e-02, 1.0024e-01]
49300 [9.9651e-02, 1.0024e-01]
49400 [9.9652e-02, 1.0024e-01]
49500 [9.9652e-02, 1.0025e-01]
49600 [9.9651e-02, 1.0024e-01]
49700 [9.9649e-02, 1.0024e-01]
49800 [9.9651e-02, 1.0024e-01]
49900 [9.9651e-02, 1.0024e-01]
50000 [9.9651e-02, 1.0024e-01]
50100 [9.9634e-02, 1.0023e-01]
50200 [9.9652e-02, 1.0023e-01]
50300 [9.9653e-02, 1.0024e-01]
50400 [9.9652e-02, 1.0023e-01]
50500 [9.9651e-02, 1.0023e-01]
50600 [9.9649e-02, 1.0023e-01]
50700 [9.9651e-02, 1.0023e-01]
50800 [9.9649e-02, 1.0023e-01]
50900 [9.9651e-02, 1.0023e-01]
51000 [9.9651e-02, 1.0023e-01]
51100 [9.9651e-02, 1.0023e-01]
51200 [9.9652e-02, 1.0023e-01]
51300 [9.9632e-02, 1.0021e-01]
51400 [9.9651e-02, 1.0023e-01]
51500 [9.9651e-02, 1.0023e-01]
51600 [9.9659e-02, 1.0021e-01]
51700 [9.9648e-02, 1.0022e-01]
51800 [9.9650e-02, 1.0022e-01]
51900 [9.9656e-02, 1.0022e-01]
52000 [9.9649e-02, 1.0022e-01]
52100 [9.9627e-02, 1.0021e-01]
52200 [9.9663e-02, 1.0021e-01]
52300 [9.9650e-02, 1.0022e-01]
52400 [9.9651e-02, 1.0022e-01]
52500 [9.9646e-02, 1.0022e-01]
52600 [9.9650e-02, 1.0022e-01]
52700 [9.9651e-02, 1.0022e-01]
52800 [9.9650e-02, 1.0022e-01]
52900 [9.9638e-02, 1.0023e-01]
53000 [9.9650e-02, 1.0022e-01]
53100 [9.9649e-02, 1.0021e-01]
53200 [9.9650e-02, 1.0021e-01]
53300 [9.9650e-02, 1.0021e-01]
53400 [9.9649e-02, 1.0021e-01]
53500 [9.9659e-02, 1.0022e-01]
53600 [9.9649e-02, 1.0021e-01]
53700 [9.9650e-02, 1.0021e-01]
53800 [9.9646e-02, 1.0021e-01]
53900 [9.9653e-02, 1.0020e-01]
54000 [9.9649e-02, 1.0021e-01]
54100 [9.9649e-02, 1.0021e-01]
54200 [9.9665e-02, 1.0019e-01]
54300 [9.9627e-02, 1.0019e-01]
54400 [9.9649e-02, 1.0020e-01]
54500 [9.9649e-02, 1.0020e-01]
54600 [9.9649e-02, 1.0020e-01]
54700 [9.9647e-02, 1.0020e-01]
54800 [9.9649e-02, 1.0020e-01]
54900 [9.9643e-02, 1.0020e-01]
55000 [9.9668e-02, 1.0017e-01]
55100 [9.9648e-02, 1.0020e-01]
55200 [9.9650e-02, 1.0020e-01]
55300 [9.9648e-02, 1.0020e-01]
55400 [9.9648e-02, 1.0020e-01]
55500 [9.9648e-02, 1.0020e-01]
55600 [9.9648e-02, 1.0020e-01]
55700 [9.9647e-02, 1.0020e-01]
55800 [9.9658e-02, 1.0018e-01]
55900 [9.9648e-02, 1.0020e-01]
56000 [9.9648e-02, 1.0019e-01]
56100 [9.9650e-02, 1.0020e-01]
56200 [9.9647e-02, 1.0019e-01]
56300 [9.9647e-02, 1.0019e-01]
56400 [9.9647e-02, 1.0019e-01]
56500 [9.9646e-02, 1.0019e-01]
56600 [9.9647e-02, 1.0019e-01]
56700 [9.9647e-02, 1.0019e-01]
56800 [9.9674e-02, 1.0018e-01]
56900 [9.9644e-02, 1.0019e-01]
57000 [9.9648e-02, 1.0019e-01]
57100 [9.9645e-02, 1.0019e-01]
57200 [9.9646e-02, 1.0019e-01]
57300 [9.9641e-02, 1.0019e-01]
57400 [9.9644e-02, 1.0018e-01]
57500 [9.9647e-02, 1.0018e-01]
57600 [9.9644e-02, 1.0018e-01]
57700 [9.9646e-02, 1.0018e-01]
57800 [9.9670e-02, 1.0017e-01]
57900 [9.9647e-02, 1.0018e-01]
58000 [9.9646e-02, 1.0018e-01]
58100 [9.9645e-02, 1.0018e-01]
58200 [9.9643e-02, 1.0018e-01]
58300 [9.9648e-02, 1.0018e-01]
58400 [9.9643e-02, 1.0017e-01]
58500 [9.9646e-02, 1.0018e-01]
58600 [9.9656e-02, 1.0016e-01]
58700 [9.9648e-02, 1.0018e-01]
58800 [9.9646e-02, 1.0018e-01]
58900 [9.9643e-02, 1.0017e-01]
59000 [9.9646e-02, 1.0017e-01]
59100 [9.9644e-02, 1.0017e-01]
59200 [9.9642e-02, 1.0018e-01]
59300 [9.9645e-02, 1.0017e-01]
59400 [9.9643e-02, 1.0017e-01]
59500 [9.9644e-02, 1.0017e-01]
59600 [9.9645e-02, 1.0017e-01]
59700 [9.9641e-02, 1.0016e-01]
59800 [9.9645e-02, 1.0017e-01]
59900 [9.9644e-02, 1.0017e-01]
60000 [9.9652e-02, 1.0017e-01]
60100 [9.9645e-02, 1.0017e-01]
60200 [9.9643e-02, 1.0017e-01]
60300 [9.9649e-02, 1.0017e-01]
60400 [9.9645e-02, 1.0017e-01]
60500 [9.9641e-02, 1.0017e-01]
60600 [9.9637e-02, 1.0016e-01]
60700 [9.9644e-02, 1.0016e-01]
60800 [9.9647e-02, 1.0016e-01]
60900 [9.9644e-02, 1.0016e-01]
61000 [9.9644e-02, 1.0016e-01]
61100 [9.9644e-02, 1.0016e-01]
61200 [9.9649e-02, 1.0016e-01]
61300 [9.9639e-02, 1.0017e-01]
61400 [9.9644e-02, 1.0016e-01]
61500 [9.9644e-02, 1.0016e-01]
61600 [9.9643e-02, 1.0016e-01]
61700 [9.9643e-02, 1.0016e-01]
61800 [9.9647e-02, 1.0016e-01]
61900 [9.9634e-02, 1.0017e-01]
62000 [9.9643e-02, 1.0016e-01]
62100 [9.9643e-02, 1.0015e-01]
62200 [9.9624e-02, 1.0018e-01]
62300 [9.9637e-02, 1.0015e-01]
62400 [9.9643e-02, 1.0015e-01]
62500 [9.9644e-02, 1.0015e-01]
62600 [9.9642e-02, 1.0015e-01]
62700 [9.9650e-02, 1.0015e-01]
62800 [9.9643e-02, 1.0015e-01]
62900 [9.9643e-02, 1.0015e-01]
63000 [9.9642e-02, 1.0015e-01]
63100 [9.9636e-02, 1.0015e-01]
63200 [9.9643e-02, 1.0015e-01]
63300 [9.9643e-02, 1.0015e-01]
63400 [9.9639e-02, 1.0015e-01]
