0 [0.0000e+00, 0.0000e+00]
5600 [9.9777e-02, 9.8772e-02]
5700 [9.9840e-02, 9.8806e-02]
5800 [9.9930e-02, 9.8835e-02]
5900 [1.0001e-01, 9.8864e-02]
6000 [1.0009e-01, 9.8888e-02]
6100 [1.0017e-01, 9.8911e-02]
6200 [1.0024e-01, 9.8931e-02]
6300 [1.0031e-01, 9.8953e-02]
6400 [1.0037e-01, 9.8973e-02]
6500 [1.0044e-01, 9.8991e-02]
6600 [1.0049e-01, 9.9013e-02]
6700 [1.0053e-01, 9.9029e-02]
6800 [1.0057e-01, 9.9046e-02]
6900 [1.0060e-01, 9.9051e-02]
7000 [1.0062e-01, 9.9074e-02]
7100 [1.0064e-01, 9.9086e-02]
7200 [1.0066e-01, 9.9094e-02]
7300 [1.0067e-01, 9.9099e-02]
7400 [1.0068e-01, 9.9106e-02]
7500 [1.0069e-01, 9.9101e-02]
7600 [1.0068e-01, 9.9094e-02]
7700 [1.0069e-01, 9.9099e-02]
7800 [1.0070e-01, 9.9098e-02]
7900 [1.0070e-01, 9.9094e-02]
8000 [1.0071e-01, 9.9092e-02]
8100 [1.0072e-01, 9.9086e-02]
8200 [1.0072e-01, 9.9073e-02]
8300 [1.0071e-01, 9.9069e-02]
8400 [1.0072e-01, 9.9063e-02]
8500 [1.0072e-01, 9.9057e-02]
8600 [1.0073e-01, 9.9054e-02]
8700 [1.0073e-01, 9.9046e-02]
8800 [1.0073e-01, 9.9039e-02]
8900 [1.0074e-01, 9.9033e-02]
9000 [1.0075e-01, 9.9025e-02]
9100 [1.0075e-01, 9.9021e-02]
9200 [1.0076e-01, 9.9012e-02]
9300 [1.0077e-01, 9.9007e-02]
9400 [1.0078e-01, 9.8997e-02]
9500 [1.0079e-01, 9.8991e-02]
9600 [1.0080e-01, 9.8983e-02]
9700 [1.0081e-01, 9.8974e-02]
9800 [1.0082e-01, 9.8965e-02]
9900 [1.0084e-01, 9.8967e-02]
10000 [1.0085e-01, 9.8950e-02]
10100 [1.0086e-01, 9.8943e-02]
10200 [1.0087e-01, 9.8935e-02]
10300 [1.0089e-01, 9.8929e-02]
10400 [1.0090e-01, 9.8919e-02]
10500 [1.0091e-01, 9.8915e-02]
10600 [1.0092e-01, 9.8908e-02]
10700 [1.0092e-01, 9.8898e-02]
10800 [1.0094e-01, 9.8895e-02]
10900 [1.0096e-01, 9.8892e-02]
11000 [1.0096e-01, 9.8888e-02]
11100 [1.0097e-01, 9.8883e-02]
11200 [1.0096e-01, 9.8889e-02]
11300 [1.0099e-01, 9.8879e-02]
11400 [1.0099e-01, 9.8878e-02]
11500 [1.0100e-01, 9.8877e-02]
11600 [1.0100e-01, 9.8870e-02]
11700 [1.0100e-01, 9.8870e-02]
11800 [1.0100e-01, 9.8876e-02]
11900 [1.0100e-01, 9.8870e-02]
12000 [1.0100e-01, 9.8870e-02]
12100 [1.0099e-01, 9.8865e-02]
12200 [1.0099e-01, 9.8871e-02]
12300 [1.0099e-01, 9.8868e-02]
12400 [1.0098e-01, 9.8868e-02]
12500 [1.0098e-01, 9.8870e-02]
12600 [1.0097e-01, 9.8875e-02]
12700 [1.0097e-01, 9.8869e-02]
12800 [1.0096e-01, 9.8885e-02]
12900 [1.0095e-01, 9.8869e-02]
13000 [1.0094e-01, 9.8869e-02]
13100 [1.0093e-01, 9.8869e-02]
13200 [1.0093e-01, 9.8869e-02]
13300 [1.0092e-01, 9.8869e-02]
13400 [1.0090e-01, 9.8862e-02]
13500 [1.0089e-01, 9.8878e-02]
13600 [1.0089e-01, 9.8870e-02]
13700 [1.0088e-01, 9.8870e-02]
13800 [1.0087e-01, 9.8879e-02]
13900 [1.0086e-01, 9.8859e-02]
14000 [1.0085e-01, 9.8872e-02]
14100 [1.0084e-01, 9.8857e-02]
14200 [1.0084e-01, 9.8871e-02]
14300 [1.0082e-01, 9.8876e-02]
14400 [1.0081e-01, 9.8880e-02]
14500 [1.0081e-01, 9.8886e-02]
14600 [1.0080e-01, 9.8881e-02]
14700 [1.0080e-01, 9.8880e-02]
14800 [1.0078e-01, 9.8888e-02]
14900 [1.0077e-01, 9.8901e-02]
15000 [1.0078e-01, 9.8888e-02]
15100 [1.0075e-01, 9.8886e-02]
15200 [1.0074e-01, 9.8896e-02]
15300 [1.0074e-01, 9.8901e-02]
15400 [1.0073e-01, 9.8904e-02]
15500 [1.0070e-01, 9.8914e-02]
15600 [1.0072e-01, 9.8933e-02]
15700 [1.0070e-01, 9.8918e-02]
15800 [1.0069e-01, 9.8923e-02]
15900 [1.0069e-01, 9.8928e-02]
16000 [1.0068e-01, 9.8933e-02]
16100 [1.0067e-01, 9.8937e-02]
16200 [1.0066e-01, 9.8946e-02]
16300 [1.0065e-01, 9.8957e-02]
16400 [1.0064e-01, 9.8958e-02]
16500 [1.0064e-01, 9.8976e-02]
16600 [1.0063e-01, 9.8975e-02]
16700 [1.0062e-01, 9.8993e-02]
16800 [1.0061e-01, 9.8987e-02]
16900 [1.0060e-01, 9.8998e-02]
17000 [1.0059e-01, 9.9003e-02]
17100 [1.0058e-01, 9.9008e-02]
17200 [1.0058e-01, 9.9017e-02]
17300 [1.0057e-01, 9.9022e-02]
17400 [1.0056e-01, 9.9034e-02]
17500 [1.0055e-01, 9.9044e-02]
17600 [1.0054e-01, 9.9053e-02]
17700 [1.0053e-01, 9.9058e-02]
17800 [1.0052e-01, 9.9066e-02]
17900 [1.0051e-01, 9.9078e-02]
18000 [1.0051e-01, 9.9080e-02]
18100 [1.0050e-01, 9.9094e-02]
18200 [1.0048e-01, 9.9104e-02]
18300 [1.0048e-01, 9.9115e-02]
18400 [1.0047e-01, 9.9121e-02]
18500 [1.0046e-01, 9.9132e-02]
18600 [1.0045e-01, 9.9138e-02]
18700 [1.0044e-01, 9.9145e-02]
18800 [1.0043e-01, 9.9142e-02]
18900 [1.0041e-01, 9.9156e-02]
19000 [1.0041e-01, 9.9170e-02]
19100 [1.0038e-01, 9.9164e-02]
19200 [1.0039e-01, 9.9186e-02]
19300 [1.0038e-01, 9.9195e-02]
19400 [1.0037e-01, 9.9203e-02]
19500 [1.0036e-01, 9.9210e-02]
19600 [1.0035e-01, 9.9221e-02]
19700 [1.0033e-01, 9.9225e-02]
19800 [1.0033e-01, 9.9233e-02]
19900 [1.0032e-01, 9.9237e-02]
20000 [1.0031e-01, 9.9249e-02]
20100 [1.0030e-01, 9.9256e-02]
20200 [1.0029e-01, 9.9265e-02]
20300 [1.0028e-01, 9.9270e-02]
20400 [1.0028e-01, 9.9293e-02]
20500 [1.0025e-01, 9.9288e-02]
20600 [1.0025e-01, 9.9293e-02]
20700 [1.0024e-01, 9.9294e-02]
20800 [1.0023e-01, 9.9306e-02]
20900 [1.0023e-01, 9.9308e-02]
21000 [1.0021e-01, 9.9315e-02]
21100 [1.0019e-01, 9.9324e-02]
21200 [1.0019e-01, 9.9327e-02]
21300 [1.0018e-01, 9.9340e-02]
21400 [1.0017e-01, 9.9345e-02]
21500 [1.0016e-01, 9.9354e-02]
21600 [1.0015e-01, 9.9356e-02]
21700 [1.0014e-01, 9.9366e-02]
21800 [1.0013e-01, 9.9370e-02]
21900 [1.0012e-01, 9.9380e-02]
22000 [1.0010e-01, 9.9373e-02]
22100 [1.0010e-01, 9.9390e-02]
22200 [1.0009e-01, 9.9392e-02]
22300 [1.0008e-01, 9.9402e-02]
22400 [1.0007e-01, 9.9408e-02]
22500 [1.0007e-01, 9.9414e-02]
22600 [1.0006e-01, 9.9419e-02]
22700 [1.0005e-01, 9.9432e-02]
22800 [1.0006e-01, 9.9416e-02]
22900 [1.0003e-01, 9.9437e-02]
23000 [1.0002e-01, 9.9441e-02]
23100 [1.0002e-01, 9.9449e-02]
23200 [1.0001e-01, 9.9454e-02]
23300 [1.0001e-01, 9.9468e-02]
23400 [9.9995e-02, 9.9465e-02]
23500 [9.9988e-02, 9.9469e-02]
23600 [9.9979e-02, 9.9475e-02]
23700 [9.9974e-02, 9.9481e-02]
23800 [9.9967e-02, 9.9481e-02]
23900 [9.9956e-02, 9.9487e-02]
24000 [9.9939e-02, 9.9493e-02]
24100 [9.9946e-02, 9.9497e-02]
24200 [9.9937e-02, 9.9506e-02]
24300 [9.9932e-02, 9.9512e-02]
24400 [9.9925e-02, 9.9517e-02]
24500 [9.9894e-02, 9.9505e-02]
24600 [9.9913e-02, 9.9524e-02]
24700 [9.9904e-02, 9.9529e-02]
24800 [9.9908e-02, 9.9524e-02]
24900 [9.9893e-02, 9.9540e-02]
25000 [9.9890e-02, 9.9546e-02]
25100 [9.9884e-02, 9.9548e-02]
25200 [9.9876e-02, 9.9553e-02]
25300 [9.9871e-02, 9.9557e-02]
25400 [9.9866e-02, 9.9564e-02]
25500 [9.9866e-02, 9.9566e-02]
25600 [9.9851e-02, 9.9583e-02]
25700 [9.9855e-02, 9.9578e-02]
25800 [9.9851e-02, 9.9575e-02]
25900 [9.9827e-02, 9.9587e-02]
26000 [9.9841e-02, 9.9580e-02]
26100 [9.9831e-02, 9.9591e-02]
26200 [9.9827e-02, 9.9597e-02]
26300 [9.9822e-02, 9.9600e-02]
26400 [9.9818e-02, 9.9601e-02]
26500 [9.9809e-02, 9.9597e-02]
26600 [9.9808e-02, 9.9611e-02]
26700 [9.9804e-02, 9.9617e-02]
26800 [9.9802e-02, 9.9619e-02]
26900 [9.9808e-02, 9.9620e-02]
27000 [9.9792e-02, 9.9625e-02]
27100 [9.9789e-02, 9.9630e-02]
27200 [9.9807e-02, 9.9624e-02]
27300 [9.9782e-02, 9.9629e-02]
27400 [9.9778e-02, 9.9641e-02]
27500 [9.9775e-02, 9.9644e-02]
27600 [9.9772e-02, 9.9648e-02]
27700 [9.9767e-02, 9.9651e-02]
27800 [9.9766e-02, 9.9655e-02]
27900 [9.9777e-02, 9.9661e-02]
28000 [9.9758e-02, 9.9663e-02]
28100 [9.9754e-02, 9.9666e-02]
28200 [9.9748e-02, 9.9658e-02]
28300 [9.9733e-02, 9.9680e-02]
28400 [9.9747e-02, 9.9677e-02]
28500 [9.9743e-02, 9.9679e-02]
28600 [9.9740e-02, 9.9687e-02]
28700 [9.9738e-02, 9.9685e-02]
28800 [9.9734e-02, 9.9689e-02]
28900 [9.9732e-02, 9.9691e-02]
29000 [9.9732e-02, 9.9699e-02]
29100 [9.9727e-02, 9.9699e-02]
29200 [9.9727e-02, 9.9702e-02]
29300 [9.9739e-02, 9.9707e-02]
29400 [9.9720e-02, 9.9709e-02]
29500 [9.9716e-02, 9.9710e-02]
29600 [9.9688e-02, 9.9722e-02]
29700 [9.9713e-02, 9.9718e-02]
29800 [9.9728e-02, 9.9751e-02]
29900 [9.9718e-02, 9.9721e-02]
30000 [9.9707e-02, 9.9728e-02]
30100 [9.9716e-02, 9.9761e-02]
30200 [9.9701e-02, 9.9733e-02]
30300 [9.9702e-02, 9.9737e-02]
30400 [9.9711e-02, 9.9707e-02]
30500 [9.9699e-02, 9.9743e-02]
30600 [9.9696e-02, 9.9744e-02]
30700 [9.9696e-02, 9.9749e-02]
30800 [9.9696e-02, 9.9747e-02]
30900 [9.9690e-02, 9.9754e-02]
31000 [9.9689e-02, 9.9757e-02]
31100 [9.9689e-02, 9.9760e-02]
31200 [9.9685e-02, 9.9762e-02]
31300 [9.9685e-02, 9.9765e-02]
31400 [9.9683e-02, 9.9768e-02]
31500 [9.9681e-02, 9.9775e-02]
31600 [9.9688e-02, 9.9774e-02]
31700 [9.9677e-02, 9.9784e-02]
31800 [9.9685e-02, 9.9776e-02]
31900 [9.9682e-02, 9.9804e-02]
32000 [9.9683e-02, 9.9789e-02]
32100 [9.9673e-02, 9.9788e-02]
32200 [9.9674e-02, 9.9791e-02]
32300 [9.9665e-02, 9.9805e-02]
32400 [9.9670e-02, 9.9799e-02]
32500 [9.9670e-02, 9.9799e-02]
32600 [9.9673e-02, 9.9802e-02]
32700 [9.9668e-02, 9.9805e-02]
32800 [9.9665e-02, 9.9803e-02]
32900 [9.9665e-02, 9.9808e-02]
33000 [9.9664e-02, 9.9812e-02]
33100 [9.9679e-02, 9.9835e-02]
33200 [9.9663e-02, 9.9816e-02]
33300 [9.9661e-02, 9.9819e-02]
33400 [9.9660e-02, 9.9822e-02]
33500 [9.9659e-02, 9.9827e-02]
33600 [9.9663e-02, 9.9826e-02]
33700 [9.9658e-02, 9.9829e-02]
33800 [9.9660e-02, 9.9833e-02]
33900 [9.9659e-02, 9.9835e-02]
34000 [9.9656e-02, 9.9837e-02]
34100 [9.9655e-02, 9.9838e-02]
34200 [9.9657e-02, 9.9843e-02]
34300 [9.9655e-02, 9.9846e-02]
34400 [9.9653e-02, 9.9846e-02]
34500 [9.9659e-02, 9.9853e-02]
34600 [9.9652e-02, 9.9851e-02]
34700 [9.9656e-02, 9.9850e-02]
34800 [9.9650e-02, 9.9856e-02]
34900 [9.9651e-02, 9.9860e-02]
35000 [9.9648e-02, 9.9856e-02]
35100 [9.9650e-02, 9.9862e-02]
35200 [9.9650e-02, 9.9867e-02]
35300 [9.9648e-02, 9.9866e-02]
35400 [9.9649e-02, 9.9870e-02]
35500 [9.9646e-02, 9.9864e-02]
35600 [9.9648e-02, 9.9874e-02]
35700 [9.9655e-02, 9.9900e-02]
35800 [9.9645e-02, 9.9880e-02]
35900 [9.9647e-02, 9.9882e-02]
36000 [9.9641e-02, 9.9874e-02]
36100 [9.9645e-02, 9.9887e-02]
36200 [9.9646e-02, 9.9888e-02]
36300 [9.9646e-02, 9.9891e-02]
36400 [9.9647e-02, 9.9890e-02]
36500 [9.9645e-02, 9.9895e-02]
36600 [9.9648e-02, 9.9902e-02]
36700 [9.9646e-02, 9.9896e-02]
36800 [9.9645e-02, 9.9899e-02]
36900 [9.9646e-02, 9.9904e-02]
37000 [9.9646e-02, 9.9908e-02]
37100 [9.9646e-02, 9.9906e-02]
37200 [9.9649e-02, 9.9913e-02]
37300 [9.9647e-02, 9.9914e-02]
37400 [9.9628e-02, 9.9915e-02]
37500 [9.9646e-02, 9.9921e-02]
37600 [9.9642e-02, 9.9910e-02]
37700 [9.9648e-02, 9.9922e-02]
37800 [9.9645e-02, 9.9927e-02]
37900 [9.9649e-02, 9.9920e-02]
38000 [9.9645e-02, 9.9921e-02]
38100 [9.9645e-02, 9.9929e-02]
38200 [9.9645e-02, 9.9931e-02]
38300 [9.9646e-02, 9.9933e-02]
38400 [9.9646e-02, 9.9938e-02]
38500 [9.9642e-02, 9.9946e-02]
38600 [9.9646e-02, 9.9939e-02]
38700 [9.9646e-02, 9.9941e-02]
38800 [9.9646e-02, 9.9943e-02]
38900 [9.9647e-02, 9.9946e-02]
39000 [9.9646e-02, 9.9947e-02]
39100 [9.9651e-02, 9.9945e-02]
39200 [9.9658e-02, 9.9959e-02]
39300 [9.9646e-02, 9.9952e-02]
39400 [9.9649e-02, 9.9956e-02]
39500 [9.9651e-02, 9.9950e-02]
39600 [9.9647e-02, 9.9958e-02]
39700 [9.9649e-02, 9.9963e-02]
39800 [9.9649e-02, 9.9965e-02]
39900 [9.9648e-02, 9.9964e-02]
40000 [9.9653e-02, 9.9964e-02]
40100 [9.9650e-02, 9.9971e-02]
40200 [9.9649e-02, 9.9970e-02]
40300 [9.9651e-02, 9.9970e-02]
40400 [9.9648e-02, 9.9975e-02]
40500 [9.9650e-02, 9.9975e-02]
40600 [9.9657e-02, 9.9993e-02]
40700 [9.9652e-02, 9.9978e-02]
40800 [9.9656e-02, 9.9980e-02]
40900 [9.9651e-02, 9.9983e-02]
41000 [9.9652e-02, 9.9985e-02]
41100 [9.9651e-02, 9.9987e-02]
41200 [9.9653e-02, 9.9988e-02]
41300 [9.9667e-02, 9.9980e-02]
41400 [9.9663e-02, 9.9995e-02]
41500 [9.9654e-02, 9.9993e-02]
41600 [9.9657e-02, 9.9995e-02]
41700 [9.9656e-02, 9.9998e-02]
41800 [9.9657e-02, 1.0001e-01]
41900 [9.9656e-02, 9.9999e-02]
42000 [9.9657e-02, 1.0000e-01]
42100 [9.9655e-02, 1.0000e-01]
42200 [9.9651e-02, 1.0003e-01]
42300 [9.9673e-02, 1.0001e-01]
42400 [9.9658e-02, 1.0001e-01]
42500 [9.9660e-02, 1.0001e-01]
42600 [9.9660e-02, 1.0001e-01]
42700 [9.9661e-02, 1.0002e-01]
42800 [9.9660e-02, 1.0001e-01]
42900 [9.9660e-02, 1.0002e-01]
43000 [9.9658e-02, 1.0002e-01]
43100 [9.9662e-02, 1.0002e-01]
43200 [9.9665e-02, 1.0003e-01]
43300 [9.9664e-02, 1.0002e-01]
43400 [9.9663e-02, 1.0003e-01]
43500 [9.9668e-02, 1.0002e-01]
43600 [9.9664e-02, 1.0003e-01]
43700 [9.9654e-02, 1.0000e-01]
43800 [9.9670e-02, 1.0003e-01]
43900 [9.9667e-02, 1.0003e-01]
44000 [9.9668e-02, 1.0003e-01]
44100 [9.9687e-02, 1.0002e-01]
44200 [9.9668e-02, 1.0004e-01]
44300 [9.9668e-02, 1.0004e-01]
44400 [9.9660e-02, 1.0005e-01]
44500 [9.9670e-02, 1.0004e-01]
44600 [9.9670e-02, 1.0004e-01]
44700 [9.9651e-02, 1.0005e-01]
44800 [9.9669e-02, 1.0004e-01]
44900 [9.9672e-02, 1.0005e-01]
45000 [9.9672e-02, 1.0005e-01]
45100 [9.9675e-02, 1.0005e-01]
45200 [9.9675e-02, 1.0005e-01]
45300 [9.9685e-02, 1.0005e-01]
45400 [9.9664e-02, 1.0004e-01]
45500 [9.9676e-02, 1.0006e-01]
45600 [9.9666e-02, 1.0006e-01]
45700 [9.9675e-02, 1.0006e-01]
45800 [9.9677e-02, 1.0006e-01]
45900 [9.9679e-02, 1.0006e-01]
46000 [9.9691e-02, 1.0007e-01]
46100 [9.9679e-02, 1.0007e-01]
46200 [9.9679e-02, 1.0006e-01]
46300 [9.9681e-02, 1.0007e-01]
46400 [9.9682e-02, 1.0007e-01]
46500 [9.9682e-02, 1.0007e-01]
46600 [9.9682e-02, 1.0007e-01]
46700 [9.9684e-02, 1.0008e-01]
46800 [9.9684e-02, 1.0008e-01]
46900 [9.9670e-02, 1.0008e-01]
47000 [9.9678e-02, 1.0008e-01]
47100 [9.9685e-02, 1.0008e-01]
47200 [9.9689e-02, 1.0008e-01]
47300 [9.9687e-02, 1.0009e-01]
47400 [9.9688e-02, 1.0009e-01]
47500 [9.9691e-02, 1.0009e-01]
47600 [9.9689e-02, 1.0009e-01]
47700 [9.9688e-02, 1.0008e-01]
47800 [9.9686e-02, 1.0009e-01]
47900 [9.9690e-02, 1.0009e-01]
48000 [9.9692e-02, 1.0009e-01]
48100 [9.9694e-02, 1.0010e-01]
48200 [9.9688e-02, 1.0007e-01]
48300 [9.9694e-02, 1.0010e-01]
48400 [9.9682e-02, 1.0011e-01]
48500 [9.9697e-02, 1.0011e-01]
48600 [9.9695e-02, 1.0010e-01]
48700 [9.9705e-02, 1.0010e-01]
48800 [9.9696e-02, 1.0010e-01]
48900 [9.9698e-02, 1.0011e-01]
49000 [9.9698e-02, 1.0010e-01]
49100 [9.9720e-02, 1.0011e-01]
49200 [9.9699e-02, 1.0011e-01]
49300 [9.9702e-02, 1.0011e-01]
49400 [9.9737e-02, 1.0010e-01]
49500 [9.9701e-02, 1.0011e-01]
49600 [9.9714e-02, 1.0013e-01]
49700 [9.9703e-02, 1.0012e-01]
49800 [9.9690e-02, 1.0012e-01]
49900 [9.9704e-02, 1.0012e-01]
50000 [9.9693e-02, 1.0009e-01]
50100 [9.9705e-02, 1.0012e-01]
50200 [9.9704e-02, 1.0013e-01]
50300 [9.9706e-02, 1.0013e-01]
50400 [9.9707e-02, 1.0012e-01]
50500 [9.9698e-02, 1.0013e-01]
50600 [9.9708e-02, 1.0012e-01]
50700 [9.9709e-02, 1.0013e-01]
50800 [9.9713e-02, 1.0013e-01]
50900 [9.9706e-02, 1.0013e-01]
51000 [9.9711e-02, 1.0013e-01]
51100 [9.9710e-02, 1.0014e-01]
51200 [9.9696e-02, 1.0013e-01]
51300 [9.9712e-02, 1.0014e-01]
51400 [9.9712e-02, 1.0013e-01]
51500 [9.9710e-02, 1.0015e-01]
51600 [9.9714e-02, 1.0014e-01]
51700 [9.9720e-02, 1.0014e-01]
51800 [9.9714e-02, 1.0015e-01]
51900 [9.9716e-02, 1.0014e-01]
52000 [9.9718e-02, 1.0014e-01]
52100 [9.9716e-02, 1.0015e-01]
52200 [9.9717e-02, 1.0015e-01]
52300 [9.9721e-02, 1.0016e-01]
52400 [9.9719e-02, 1.0015e-01]
52500 [9.9722e-02, 1.0015e-01]
52600 [9.9724e-02, 1.0015e-01]
52700 [9.9721e-02, 1.0015e-01]
52800 [9.9722e-02, 1.0015e-01]
52900 [9.9721e-02, 1.0016e-01]
53000 [9.9720e-02, 1.0014e-01]
53100 [9.9724e-02, 1.0016e-01]
53200 [9.9724e-02, 1.0016e-01]
53300 [9.9733e-02, 1.0015e-01]
53400 [9.9726e-02, 1.0016e-01]
53500 [9.9725e-02, 1.0016e-01]
53600 [9.9729e-02, 1.0015e-01]
53700 [9.9727e-02, 1.0016e-01]
53800 [9.9730e-02, 1.0017e-01]
53900 [9.9727e-02, 1.0017e-01]
54000 [9.9729e-02, 1.0017e-01]
54100 [9.9728e-02, 1.0017e-01]
54200 [9.9730e-02, 1.0017e-01]
54300 [9.9730e-02, 1.0017e-01]
54400 [9.9731e-02, 1.0016e-01]
54500 [9.9731e-02, 1.0017e-01]
54600 [9.9731e-02, 1.0017e-01]
54700 [9.9732e-02, 1.0017e-01]
54800 [9.9733e-02, 1.0018e-01]
54900 [9.9735e-02, 1.0018e-01]
55000 [9.9734e-02, 1.0017e-01]
55100 [9.9734e-02, 1.0018e-01]
55200 [9.9738e-02, 1.0018e-01]
55300 [9.9735e-02, 1.0018e-01]
55400 [9.9736e-02, 1.0018e-01]
55500 [9.9735e-02, 1.0018e-01]
55600 [9.9737e-02, 1.0018e-01]
55700 [9.9740e-02, 1.0018e-01]
55800 [9.9737e-02, 1.0019e-01]
55900 [9.9740e-02, 1.0018e-01]
56000 [9.9737e-02, 1.0019e-01]
56100 [9.9740e-02, 1.0019e-01]
56200 [9.9742e-02, 1.0019e-01]
56300 [9.9740e-02, 1.0019e-01]
56400 [9.9741e-02, 1.0019e-01]
56500 [9.9742e-02, 1.0019e-01]
56600 [9.9742e-02, 1.0019e-01]
56700 [9.9740e-02, 1.0019e-01]
56800 [9.9747e-02, 1.0020e-01]
56900 [9.9743e-02, 1.0020e-01]
57000 [9.9744e-02, 1.0020e-01]
57100 [9.9757e-02, 1.0020e-01]
57200 [9.9764e-02, 1.0018e-01]
57300 [9.9746e-02, 1.0020e-01]
57400 [9.9746e-02, 1.0020e-01]
57500 [9.9744e-02, 1.0020e-01]
57600 [9.9754e-02, 1.0021e-01]
57700 [9.9748e-02, 1.0020e-01]
57800 [9.9750e-02, 1.0019e-01]
57900 [9.9770e-02, 1.0020e-01]
58000 [9.9749e-02, 1.0021e-01]
58100 [9.9746e-02, 1.0020e-01]
58200 [9.9755e-02, 1.0021e-01]
58300 [9.9750e-02, 1.0021e-01]
58400 [9.9751e-02, 1.0021e-01]
58500 [9.9751e-02, 1.0021e-01]
58600 [9.9760e-02, 1.0023e-01]
58700 [9.9752e-02, 1.0021e-01]
58800 [9.9752e-02, 1.0022e-01]
58900 [9.9748e-02, 1.0020e-01]
59000 [9.9754e-02, 1.0022e-01]
59100 [9.9758e-02, 1.0022e-01]
59200 [9.9754e-02, 1.0022e-01]
59300 [9.9755e-02, 1.0022e-01]
59400 [9.9756e-02, 1.0022e-01]
59500 [9.9756e-02, 1.0022e-01]
59600 [9.9753e-02, 1.0021e-01]
59700 [9.9757e-02, 1.0022e-01]
59800 [9.9746e-02, 1.0024e-01]
59900 [9.9761e-02, 1.0023e-01]
60000 [9.9757e-02, 1.0023e-01]
60100 [9.9760e-02, 1.0023e-01]
60200 [9.9770e-02, 1.0023e-01]
60300 [9.9759e-02, 1.0023e-01]
60400 [9.9760e-02, 1.0023e-01]
60500 [9.9758e-02, 1.0023e-01]
60600 [9.9760e-02, 1.0023e-01]
60700 [9.9761e-02, 1.0023e-01]
60800 [9.9764e-02, 1.0023e-01]
60900 [9.9753e-02, 1.0021e-01]
61000 [9.9762e-02, 1.0023e-01]
61100 [9.9763e-02, 1.0024e-01]
61200 [9.9763e-02, 1.0023e-01]
61300 [9.9764e-02, 1.0024e-01]
61400 [9.9763e-02, 1.0024e-01]
61500 [9.9764e-02, 1.0024e-01]
61600 [9.9764e-02, 1.0024e-01]
61700 [9.9763e-02, 1.0024e-01]
61800 [9.9763e-02, 1.0024e-01]
61900 [9.9765e-02, 1.0024e-01]
62000 [9.9769e-02, 1.0025e-01]
62100 [9.9766e-02, 1.0024e-01]
62200 [9.9767e-02, 1.0024e-01]
62300 [9.9760e-02, 1.0025e-01]
62400 [9.9768e-02, 1.0024e-01]
62500 [9.9770e-02, 1.0025e-01]
62600 [9.9763e-02, 1.0027e-01]
62700 [9.9768e-02, 1.0025e-01]
62800 [9.9771e-02, 1.0025e-01]
62900 [9.9770e-02, 1.0025e-01]
63000 [9.9769e-02, 1.0025e-01]
63100 [9.9770e-02, 1.0025e-01]
63200 [9.9770e-02, 1.0025e-01]
63300 [9.9771e-02, 1.0026e-01]
63400 [9.9770e-02, 1.0025e-01]
