# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.331459007924422622e-05 1.810992216633167118e-06 9.463661285735724960e-07 4.360633850097656250e+00 1.234318375587463379e+00 3.828202009201049805e+00 6.331459007924422622e-05 1.810992216633167118e-06 9.463661285735724960e-07 4.360633850097656250e+00 1.234318375587463379e+00 3.828202009201049805e+00
1.000000000000000000e+02 3.575699811335653067e-04 4.638330638408660889e-02 8.693878352642059326e-02 6.796852350234985352e-01 1.195013523101806641e+00 2.695516586303710938e+00 3.575699811335653067e-04 4.638330638408660889e-02 8.693878352642059326e-02 6.796852350234985352e-01 1.195013523101806641e+00 2.695516586303710938e+00
2.000000000000000000e+02 2.047028951346874237e-02 6.076458841562271118e-02 1.507389396429061890e-01 5.411382913589477539e-01 1.180531382560729980e+00 1.521640658378601074e+00 2.047028951346874237e-02 6.076458841562271118e-02 1.507389396429061890e-01 5.411382913589477539e-01 1.180531382560729980e+00 1.521640658378601074e+00
3.000000000000000000e+02 4.468524083495140076e-02 4.642537236213684082e-02 7.823345065116882324e-02 5.410882234573364258e-01 1.182325005531311035e+00 1.177463650703430176e+00 4.468524083495140076e-02 4.642537236213684082e-02 7.823345065116882324e-02 5.410882234573364258e-01 1.182325005531311035e+00 1.177463650703430176e+00
4.000000000000000000e+02 4.479105770587921143e-02 2.993128821253776550e-02 4.795296490192413330e-02 5.449147820472717285e-01 1.179337978363037109e+00 1.022930860519409180e+00 4.479105770587921143e-02 2.993128821253776550e-02 4.795296490192413330e-02 5.449147820472717285e-01 1.179337978363037109e+00 1.022930860519409180e+00
5.000000000000000000e+02 3.150597959756851196e-02 2.677856385707855225e-02 3.593000024557113647e-02 5.371457338333129883e-01 1.174155950546264648e+00 9.659921526908874512e-01 3.150597959756851196e-02 2.677856385707855225e-02 3.593000024557113647e-02 5.371457338333129883e-01 1.174155950546264648e+00 9.659921526908874512e-01
6.000000000000000000e+02 3.229375183582305908e-02 3.054115734994411469e-02 3.861069679260253906e-02 5.271335840225219727e-01 1.175410628318786621e+00 9.334149360656738281e-01 3.229375183582305908e-02 3.054115734994411469e-02 3.861069679260253906e-02 5.271335840225219727e-01 1.175410628318786621e+00 9.334149360656738281e-01
7.000000000000000000e+02 2.233229391276836395e-02 1.893114484846591949e-02 2.616980299353599548e-02 5.285434126853942871e-01 1.169224858283996582e+00 9.497787952423095703e-01 2.233229391276836395e-02 1.893114484846591949e-02 2.616980299353599548e-02 5.285434126853942871e-01 1.169224858283996582e+00 9.497787952423095703e-01
8.000000000000000000e+02 2.515550144016742706e-02 2.117406576871871948e-02 2.518693357706069946e-02 5.141668915748596191e-01 1.169894218444824219e+00 8.895640969276428223e-01 2.515550144016742706e-02 2.117406576871871948e-02 2.518693357706069946e-02 5.141668915748596191e-01 1.169894218444824219e+00 8.895640969276428223e-01
9.000000000000000000e+02 2.659812197089195251e-02 1.760919019579887390e-02 2.932549454271793365e-02 5.096648931503295898e-01 1.167218327522277832e+00 8.824450969696044922e-01 2.659812197089195251e-02 1.760919019579887390e-02 2.932549454271793365e-02 5.096648931503295898e-01 1.167218327522277832e+00 8.824450969696044922e-01
1.000000000000000000e+03 2.649380266666412354e-02 1.738688535988330841e-02 2.364963479340076447e-02 5.026697516441345215e-01 1.167023301124572754e+00 8.672863841056823730e-01 2.649380266666412354e-02 1.738688535988330841e-02 2.364963479340076447e-02 5.026697516441345215e-01 1.167023301124572754e+00 8.672863841056823730e-01
1.100000000000000000e+03 2.562437579035758972e-02 1.574669592082500458e-02 2.137730084359645844e-02 4.996201992034912109e-01 1.162909626960754395e+00 8.558366894721984863e-01 2.562437579035758972e-02 1.574669592082500458e-02 2.137730084359645844e-02 4.996201992034912109e-01 1.162909626960754395e+00 8.558366894721984863e-01
