# x
1.804560089111328125e+01 1.119099998474121094e+01
1.747170066833496094e+01 6.625309944152832031e+00
1.951560020446777344e+01 1.015900039672851562e+01
2.025169944763183594e+01 2.845669984817504883e+00
3.528340148925781250e+01 1.217290019989013672e+01
1.811960029602050781e+01 6.304890155792236328e+00
1.947349929809570312e+01 1.525429964065551758e+00
3.794150161743164062e+01 1.000000000000000000e+00
1.977949905395507812e+01 4.443689823150634766e+00
2.601989936828613281e+01 1.136590003967285156e+01
1.666950035095214844e+01 1.253349971771240234e+01
1.950429916381835938e+01 7.605710029602050781e+00
2.100279998779296875e+01 9.657460212707519531e+00
2.738629913330078125e+01 1.419379997253417969e+01
2.234980010986328125e+01 4.499899864196777344e+00
3.011739921569824219e+01 2.577460050582885742e+00
3.031130027770996094e+01 2.966330051422119141e+00
2.220260047912597656e+01 6.408720016479492188e+00
1.784869956970214844e+01 3.983700037002563477e+00
1.690189933776855469e+01 6.935279846191406250e+00
3.773569869995117188e+01 4.074779987335205078e+00
2.448229980468750000e+01 1.450179958343505859e+01
3.222930145263671875e+01 5.863659858703613281e+00
3.914530181884765625e+01 7.767660140991210938e+00
3.577080154418945312e+01 1.212849998474121094e+01
2.050709915161132812e+01 4.515490055084228516e+00
4.000000000000000000e+01 1.500000000000000000e+01
1.623609924316406250e+01 7.685379981994628906e+00
3.179030036926269531e+01 1.271609973907470703e+01
2.486490058898925781e+01 2.031150102615356445e+00
2.611079978942871094e+01 5.332159996032714844e+00
1.959980010986328125e+01 1.123169994354248047e+01
2.037109947204589844e+01 1.160589981079101562e+01
1.669109916687011719e+01 6.532110214233398438e+00
2.188500022888183594e+01 6.628570079803466797e+00
3.170800018310546875e+01 1.079899978637695312e+01
1.917200088500976562e+01 1.050819969177246094e+01
3.650070190429687500e+01 5.149569988250732422e+00
1.715119934082031250e+01 7.686319828033447266e+00
1.605599975585937500e+01 6.433119773864746094e+00
1.728479957580566406e+01 3.200220108032226562e+00
3.560160064697265625e+01 5.091919898986816406e+00
2.526919937133789062e+01 9.040419578552246094e+00
1.689599990844726562e+01 1.309850025177001953e+01
3.561999893188476562e+01 1.401749992370605469e+01
2.405690002441406250e+01 4.811920166015625000e+00
1.681060028076171875e+01 8.344929695129394531e+00
3.778580093383789062e+01 1.297309970855712891e+01
2.872039985656738281e+01 1.385249996185302734e+01
1.963059997558593750e+01 7.214469909667968750e+00
2.888929939270019531e+01 1.273470020294189453e+01
2.965749931335449219e+01 1.313049983978271484e+01
3.188619995117187500e+01 1.347609996795654297e+01
2.218379974365234375e+01 1.165390014648437500e+01
1.995509910583496094e+01 1.015909957885742188e+01
2.236219978332519531e+01 8.281299591064453125e+00
3.055730056762695312e+01 9.521260261535644531e+00
1.887999916076660156e+01 8.030890464782714844e+00
1.871660041809082031e+01 5.180819988250732422e+00
1.933289909362792969e+01 1.170969963073730469e+01
1.620089912414550781e+01 7.291850090026855469e+00
2.172750091552734375e+01 5.258820056915283203e+00
2.206500053405761719e+01 9.768610000610351562e+00
2.573559951782226562e+01 1.048859977722167969e+01
1.688529968261718750e+01 9.133299827575683594e+00
3.958269882202148438e+01 9.123959541320800781e+00
2.352779960632324219e+01 2.591029882431030273e+00
2.712159919738769531e+01 1.455169963836669922e+01
2.721330070495605469e+01 7.238860130310058594e+00
1.681749916076660156e+01 8.033100128173828125e+00
3.102210044860839844e+01 1.232030010223388672e+01
2.386829948425292969e+01 8.219960212707519531e+00
1.795680046081542969e+01 1.305210018157958984e+01
1.618050003051757812e+01 6.857409954071044922e+00
2.857290077209472656e+01 1.015190029144287109e+01
3.316519927978515625e+01 7.449560165405273438e+00
4.000000000000000000e+01 2.000000000000000000e+00
2.473570060729980469e+01 6.607500076293945312e+00
2.099769973754882812e+01 9.340589523315429688e+00
1.672380065917968750e+01 2.935070037841796875e+00
2.065040016174316406e+01 9.726030349731445312e+00
3.451100158691406250e+01 3.875449895858764648e+00
1.799860000610351562e+01 7.241390228271484375e+00
3.744499969482421875e+01 1.068509960174560547e+01
3.402050018310546875e+01 1.297889995574951172e+01
1.797489929199218750e+01 9.867380142211914062e+00
2.276980018615722656e+01 9.631480216979980469e+00
3.242499923706054688e+01 1.012209987640380859e+01
2.598539924621582031e+01 4.134789943695068359e+00
2.079940032958984375e+01 1.331919956207275391e+01
3.698939895629882812e+01 1.643700003623962402e+00
2.701409912109375000e+01 9.035710334777832031e+00
2.632379913330078125e+01 5.774640083312988281e+00
2.993330001831054688e+01 3.847899913787841797e+00
3.122089958190917969e+01 1.191829967498779297e+01
2.283779907226562500e+01 5.969019889831542969e+00
3.488140106201171875e+01 8.738349914550781250e+00
1.813689994812011719e+01 6.058239936828613281e+00
2.217770004272460938e+01 2.401609897613525391e+00
2.816090011596679688e+01 1.385249996185302734e+01
1.607979965209960938e+01 8.517279624938964844e+00
3.395869827270507812e+01 2.333240032196044922e+00
1.941930007934570312e+01 4.872109889984130859e+00
2.077000045776367188e+01 1.334349989891052246e+00
1.634840011596679688e+01 7.807050228118896484e+00
1.768169975280761719e+01 7.110179901123046875e+00
3.749599838256835938e+01 9.743760108947753906e+00
1.790979957580566406e+01 8.641010284423828125e+00
2.168720054626464844e+01 8.252849578857421875e+00
3.678340148925781250e+01 1.356770038604736328e+01
1.890130043029785156e+01 1.220350027084350586e+00
1.680900001525878906e+01 4.772630214691162109e+00
2.472739982604980469e+01 1.487629985809326172e+01
2.010429954528808594e+01 1.208390045166015625e+01
1.691880035400390625e+01 5.664010047912597656e+00
1.809339904785156250e+01 1.008870029449462891e+01
2.786820030212402344e+01 8.919989585876464844e+00
2.474589920043945312e+01 9.827719688415527344e+00
3.479209899902343750e+01 1.024450016021728516e+01
1.875650024414062500e+01 3.246000051498413086e+00
1.626280021667480469e+01 5.898509979248046875e+00
2.064970016479492188e+01 1.040460014343261719e+01
1.831450080871582031e+01 6.263299942016601562e+00
3.705860137939453125e+01 8.387459754943847656e+00
2.014649963378906250e+01 6.823160171508789062e+00
1.999049949645996094e+01 7.933139801025390625e+00
1.963879966735839844e+01 5.795919895172119141e+00
3.005809974670410156e+01 1.420730018615722656e+01
2.005209922790527344e+01 1.906520009040832520e+00
3.391049957275390625e+01 1.091600036621093750e+01
2.066679954528808594e+01 1.408510017395019531e+01
3.786230087280273438e+01 1.106110000610351562e+01
1.643670082092285156e+01 8.621649742126464844e+00
3.510979843139648438e+01 1.102939987182617188e+01
3.582180023193359375e+01 1.118719959259033203e+01
2.517499923706054688e+01 1.234850025177001953e+01
1.802350044250488281e+01 7.749090194702148438e+00
1.616270065307617188e+01 2.669919967651367188e+00
2.446689987182617188e+01 1.136009979248046875e+01
1.674020004272460938e+01 9.848569869995117188e+00
1.634779930114746094e+01 2.412750005722045898e+00
1.781229972839355469e+01 1.822540044784545898e+00
3.916529846191406250e+01 1.074790000915527344e+01
2.706389999389648438e+01 8.586500167846679688e+00
1.649279975891113281e+01 1.505480051040649414e+00
3.874800109863281250e+01 1.087189960479736328e+01
2.675790023803710938e+01 1.172669982910156250e+01
3.703850173950195312e+01 7.907189846038818359e+00
2.168090057373046875e+01 1.409360027313232422e+01
2.157799911499023438e+01 4.883259773254394531e+00
3.490900039672851562e+01 4.130280017852783203e+00
3.297760009765625000e+01 9.323730468750000000e+00
2.508390045166015625e+01 5.072040081024169922e+00
2.602319908142089844e+01 6.087049961090087891e+00
3.370019912719726562e+01 5.428609848022460938e+00
2.619840049743652344e+01 4.577270030975341797e+00
3.246070098876953125e+01 2.373939990997314453e+00
1.714010047912597656e+01 4.782040119171142578e+00
2.849290084838867188e+01 5.943550109863281250e+00
2.404050064086914062e+01 1.004409980773925781e+01
2.080209922790527344e+01 1.982519984245300293e+00
2.996920013427734375e+01 1.152550029754638672e+01
1.717429924011230469e+01 6.526440143585205078e+00
1.777039909362792969e+01 1.145950031280517578e+01
2.755120086669921875e+01 6.370520114898681641e+00
3.363800048828125000e+01 2.722110033035278320e+00
2.176689910888671875e+01 5.601260185241699219e+00
2.687649917602539062e+01 1.417710018157958984e+01
1.646059989929199219e+01 7.928730010986328125e+00
3.227669906616210938e+01 3.644390106201171875e+00
2.373329925537109375e+01 1.498630046844482422e+00
2.576259994506835938e+01 6.867619991302490234e+00
3.742689895629882812e+01 1.500000000000000000e+00
3.170439910888671875e+01 1.191520023345947266e+01
1.869449996948242188e+01 1.338869953155517578e+01
3.160420036315917969e+01 1.636899948120117188e+00
2.144930076599121094e+01 5.821109771728515625e+00
3.783679962158203125e+01 1.153180027008056641e+01
3.539599990844726562e+01 2.065140008926391602e+00
1.672080039978027344e+01 2.416749954223632812e+00
1.925930023193359375e+01 4.118919849395751953e+00
2.716090011596679688e+01 1.308670043945312500e+01
2.664019966125488281e+01 8.475370407104492188e+00
2.418530082702636719e+01 1.168760013580322266e+01
2.658309936523437500e+01 1.071090030670166016e+01
2.782699966430664062e+01 2.936990022659301758e+00
2.164730072021484375e+01 7.784709930419921875e+00
4.000000000000000000e+01 1.400000000000000000e+01
2.469580078125000000e+01 6.139349937438964844e+00
3.594829940795898438e+01 3.607350111007690430e+00
1.877289962768554688e+01 6.529739856719970703e+00
2.140990066528320312e+01 5.478670120239257812e+00
3.515250015258789062e+01 3.097709894180297852e+00
2.378849983215332031e+01 7.283669948577880859e+00
3.662919998168945312e+01 2.431090116500854492e+00
2.033709907531738281e+01 7.532400131225585938e+00
1.826210021972656250e+01 7.549439907073974609e+00
2.307780075073242188e+01 2.527889966964721680e+00
3.066419982910156250e+01 4.670479774475097656e+00
1.818540000915527344e+01 1.826529979705810547e+00
1.850720024108886719e+01 1.251519966125488281e+01
1.773310089111328125e+01 8.311610221862792969e+00
3.138629913330078125e+01 8.323699951171875000e+00
3.897069931030273438e+01 1.500000000000000000e+00
1.959819984436035156e+01 9.926130294799804688e+00
2.653669929504394531e+01 6.217110157012939453e+00
2.063220024108886719e+01 1.148960018157958984e+01
