# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.661570370197296143e-02 4.381312131881713867e-01 1.969556808471679688e-01 1.661570370197296143e-02 4.381312131881713867e-01 1.969556808471679688e-01
1.000000000000000000e+03 2.169450744986534119e-04 4.568181931972503662e-03 1.502504386007785797e-02 2.169450744986534119e-04 4.568181931972503662e-03 1.502504386007785797e-02
2.000000000000000000e+03 3.564905782695859671e-04 4.019354935735464096e-03 1.331401616334915161e-02 3.564905782695859671e-04 4.019354935735464096e-03 1.331401616334915161e-02
3.000000000000000000e+03 4.200657713226974010e-04 2.865189919248223305e-03 1.210174895823001862e-02 4.200657713226974010e-04 2.865189919248223305e-03 1.210174895823001862e-02
4.000000000000000000e+03 2.410293527645990252e-04 2.179221482947468758e-03 1.165550388395786285e-02 2.410293527645990252e-04 2.179221482947468758e-03 1.165550388395786285e-02
5.000000000000000000e+03 1.581567048560827971e-04 2.052549272775650024e-03 1.128420326858758926e-02 1.581567048560827971e-04 2.052549272775650024e-03 1.128420326858758926e-02
6.000000000000000000e+03 1.304172765230759978e-04 1.978090498596429825e-03 1.106241624802350998e-02 1.304172765230759978e-04 1.978090498596429825e-03 1.106241624802350998e-02
7.000000000000000000e+03 1.199422986246645451e-04 1.923888572491705418e-03 1.089367363601922989e-02 1.199422986246645451e-04 1.923888572491705418e-03 1.089367363601922989e-02
8.000000000000000000e+03 1.148046576417982578e-04 1.800930127501487732e-03 1.082406658679246902e-02 1.148046576417982578e-04 1.800930127501487732e-03 1.082406658679246902e-02
9.000000000000000000e+03 1.125799535657279193e-04 1.807651948183774948e-03 1.064267195761203766e-02 1.125799535657279193e-04 1.807651948183774948e-03 1.064267195761203766e-02
1.000000000000000000e+04 1.159271923825144768e-04 1.762158004567027092e-03 1.054281741380691528e-02 1.159271923825144768e-04 1.762158004567027092e-03 1.054281741380691528e-02
1.100000000000000000e+04 5.102525465190410614e-04 1.937644556164741516e-03 1.028854027390480042e-02 5.102525465190410614e-04 1.937644556164741516e-03 1.028854027390480042e-02
1.200000000000000000e+04 1.176637379103340209e-04 1.705432776361703873e-03 1.035901997238397598e-02 1.176637379103340209e-04 1.705432776361703873e-03 1.035901997238397598e-02
1.300000000000000000e+04 1.190502807730808854e-04 1.684583607129752636e-03 1.027038786560297012e-02 1.190502807730808854e-04 1.684583607129752636e-03 1.027038786560297012e-02
1.400000000000000000e+04 1.226657477673143148e-04 1.674951170571148396e-03 1.017617061734199524e-02 1.226657477673143148e-04 1.674951170571148396e-03 1.017617061734199524e-02
1.500000000000000000e+04 1.259398850379511714e-04 1.667957170866429806e-03 1.008803211152553558e-02 1.259398850379511714e-04 1.667957170866429806e-03 1.008803211152553558e-02
1.600000000000000000e+04 1.303135941270738840e-04 1.662503695115447044e-03 1.000242587178945541e-02 1.303135941270738840e-04 1.662503695115447044e-03 1.000242587178945541e-02
1.700000000000000000e+04 1.461495849071070552e-04 1.535446499474346638e-03 1.005719974637031555e-02 1.461495849071070552e-04 1.535446499474346638e-03 1.005719974637031555e-02
1.800000000000000000e+04 1.344199408777058125e-04 1.656716107390820980e-03 9.842049330472946167e-03 1.344199408777058125e-04 1.656716107390820980e-03 9.842049330472946167e-03
1.900000000000000000e+04 4.307184135541319847e-04 1.818732940591871738e-03 9.632083587348461151e-03 4.307184135541319847e-04 1.818732940591871738e-03 9.632083587348461151e-03
2.000000000000000000e+04 1.233474031323567033e-04 1.628527999855577946e-03 9.724047034978866577e-03 1.233474031323567033e-04 1.628527999855577946e-03 9.724047034978866577e-03
