# x
1.890320014953613281e+01 9.471799850463867188e+00 8.140000152587890625e+01
2.437630081176757812e+01 5.475639820098876953e+00 8.100000000000000000e+01
1.714010047912597656e+01 4.782040119171142578e+00 8.140000152587890625e+01
1.608639907836914062e+01 1.082569980621337891e+01 8.019999694824218750e+01
1.766440010070800781e+01 9.901149749755859375e+00 8.100000000000000000e+01
1.767589950561523438e+01 1.111419963836669922e+01 8.230000305175781250e+01
1.779560089111328125e+01 6.465099811553955078e+00 8.290000152587890625e+01
2.240859985351562500e+01 1.024250030517578125e+01 8.059999847412109375e+01
2.323080062866210938e+01 5.405189990997314453e+00 8.119999694824218750e+01
1.666679954528808594e+01 8.047349929809570312e+00 8.240000152587890625e+01
2.100539970397949219e+01 9.815890312194824219e+00 8.280000305175781250e+01
1.797190093994140625e+01 7.329810142517089844e+00 8.300000000000000000e+01
1.602370071411132812e+01 8.907930374145507812e+00 8.069999694824218750e+01
1.795109939575195312e+01 1.084570026397705078e+01 8.030000305175781250e+01
1.970630073547363281e+01 7.397870063781738281e+00 8.000000000000000000e+01
2.474850082397460938e+01 1.103250026702880859e+01 8.000000000000000000e+01
2.318740081787109375e+01 1.014389991760253906e+01 8.190000152587890625e+01
2.216349983215332031e+01 7.923079967498779297e+00 8.069999694824218750e+01
1.979420089721679688e+01 5.453450202941894531e+00 8.280000305175781250e+01
1.631609916687011719e+01 4.611800193786621094e+00 8.219999694824218750e+01
1.969599914550781250e+01 8.421850204467773438e+00 8.069999694824218750e+01
2.083510017395019531e+01 4.952350139617919922e+00 8.209999847412109375e+01
1.828210067749023438e+01 1.149919986724853516e+01 8.209999847412109375e+01
1.882600021362304688e+01 9.134090423583984375e+00 8.109999847412109375e+01
1.805909919738769531e+01 6.773139953613281250e+00 8.280000305175781250e+01
1.662070083618164062e+01 9.745989799499511719e+00 8.159999847412109375e+01
1.880249977111816406e+01 1.173289966583251953e+01 8.109999847412109375e+01
1.767390060424804688e+01 9.509830474853515625e+00 8.100000000000000000e+01
1.678120040893554688e+01 7.832250118255615234e+00 8.269999694824218750e+01
1.659289932250976562e+01 9.652190208435058594e+00 8.009999847412109375e+01
1.674209976196289062e+01 8.040229797363281250e+00 8.240000152587890625e+01
2.526910018920898438e+01 6.971630096435546875e+00 8.050000000000000000e+01
2.552639961242675781e+01 1.163790035247802734e+01 8.069999694824218750e+01
1.614200019836425781e+01 1.011079978942871094e+01 8.090000152587890625e+01
1.680419921875000000e+01 9.763549804687500000e+00 8.280000305175781250e+01
1.716399955749511719e+01 9.003720283508300781e+00 8.290000152587890625e+01
1.805879974365234375e+01 8.541460037231445312e+00 8.190000152587890625e+01
1.678770065307617188e+01 6.344709873199462891e+00 8.300000000000000000e+01
1.625539970397949219e+01 7.617410182952880859e+00 8.069999694824218750e+01
1.706290054321289062e+01 4.559629917144775391e+00 8.090000152587890625e+01
1.697699928283691406e+01 9.142080307006835938e+00 8.090000152587890625e+01
1.987660026550292969e+01 7.287839889526367188e+00 8.080000305175781250e+01
2.404050064086914062e+01 1.004409980773925781e+01 8.130000305175781250e+01
2.009729957580566406e+01 8.267510414123535156e+00 8.050000000000000000e+01
1.616080093383789062e+01 7.692510128021240234e+00 8.200000000000000000e+01
2.305719947814941406e+01 8.543820381164550781e+00 8.250000000000000000e+01
1.825320053100585938e+01 1.019349956512451172e+01 8.059999847412109375e+01
2.445899963378906250e+01 6.308400154113769531e+00 8.019999694824218750e+01
2.001569938659667969e+01 8.684559822082519531e+00 8.300000000000000000e+01
2.089299964904785156e+01 4.323820114135742188e+00 8.059999847412109375e+01
1.612549972534179688e+01 7.298970222473144531e+00 8.080000305175781250e+01
2.082659912109375000e+01 9.691740036010742188e+00 8.050000000000000000e+01
1.685129928588867188e+01 1.022379970550537109e+01 8.109999847412109375e+01
1.647640037536621094e+01 8.341629981994628906e+00 8.080000305175781250e+01
2.080540084838867188e+01 1.163609981536865234e+01 8.180000305175781250e+01
1.944409942626953125e+01 5.795959949493408203e+00 8.069999694824218750e+01
2.134569931030273438e+01 1.080990028381347656e+01 8.250000000000000000e+01
1.647739982604980469e+01 8.859910011291503906e+00 8.140000152587890625e+01
2.214349937438964844e+01 5.895060062408447266e+00 8.130000305175781250e+01
1.985490036010742188e+01 1.147700023651123047e+01 8.059999847412109375e+01
1.725979995727539062e+01 6.736539840698242188e+00 8.090000152587890625e+01
1.778170013427734375e+01 5.648119926452636719e+00 8.040000152587890625e+01
1.830820083618164062e+01 8.436140060424804688e+00 8.240000152587890625e+01
2.205629920959472656e+01 1.031110000610351562e+01 8.130000305175781250e+01
1.712669944763183594e+01 8.609539985656738281e+00 8.240000152587890625e+01
2.013349914550781250e+01 1.027560043334960938e+01 8.230000305175781250e+01
2.157799911499023438e+01 4.883259773254394531e+00 8.050000000000000000e+01
1.825609970092773438e+01 8.348170280456542969e+00 8.159999847412109375e+01
2.244140052795410156e+01 5.504000186920166016e+00 8.150000000000000000e+01
1.755640029907226562e+01 7.982220172882080078e+00 8.169999694824218750e+01
1.982480049133300781e+01 6.566390037536621094e+00 8.200000000000000000e+01
1.810009956359863281e+01 5.215740203857421875e+00 8.190000152587890625e+01
1.623290061950683594e+01 1.047879981994628906e+01 8.030000305175781250e+01
1.862529945373535156e+01 4.701980113983154297e+00 8.219999694824218750e+01
2.037989997863769531e+01 1.106340026855468750e+01 8.200000000000000000e+01
2.293260002136230469e+01 4.122300148010253906e+00 8.150000000000000000e+01
2.119079971313476562e+01 6.554609775543212891e+00 8.159999847412109375e+01
1.642160034179687500e+01 5.923260211944580078e+00 8.230000305175781250e+01
1.790979957580566406e+01 8.641010284423828125e+00 8.050000000000000000e+01
1.878470039367675781e+01 9.250510215759277344e+00 8.090000152587890625e+01
1.628389930725097656e+01 6.590099811553955078e+00 8.230000305175781250e+01
1.797190093994140625e+01 7.329810142517089844e+00 8.050000000000000000e+01
2.522920036315917969e+01 6.503479957580566406e+00 8.169999694824218750e+01
1.935040092468261719e+01 1.062469959259033203e+01 8.130000305175781250e+01
1.691020011901855469e+01 5.787330150604248047e+00 8.180000305175781250e+01
1.815180015563964844e+01 8.172229766845703125e+00 8.200000000000000000e+01
2.044400024414062500e+01 7.866769790649414062e+00 8.040000152587890625e+01
2.033900070190429688e+01 5.110899925231933594e+00 8.230000305175781250e+01
2.063570022583007812e+01 6.199510097503662109e+00 8.200000000000000000e+01
1.924580001831054688e+01 7.153319835662841797e+00 8.080000305175781250e+01
1.712070083618164062e+01 6.190969944000244141e+00 8.009999847412109375e+01
2.546599960327148438e+01 6.334440231323242188e+00 8.200000000000000000e+01
1.615679931640625000e+01 1.094190025329589844e+01 8.090000152587890625e+01
1.975580024719238281e+01 8.985119819641113281e+00 8.180000305175781250e+01
2.111730003356933594e+01 4.887159824371337891e+00 8.059999847412109375e+01
2.566720008850097656e+01 1.147410011291503906e+01 8.030000305175781250e+01
1.977000045776367188e+01 9.751520156860351562e+00 8.290000152587890625e+01
2.531900024414062500e+01 8.591210365295410156e+00 8.059999847412109375e+01
1.791090011596679688e+01 9.952400207519531250e+00 8.190000152587890625e+01
1.667620086669921875e+01 9.933589935302734375e+00 8.019999694824218750e+01
