# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.192267477512359619e-02 3.816125392913818359e-01 2.362526394426822662e-02 8.921726047992706299e-02 7.406215369701385498e-02 3.816125392913818359e-01 2.362526394426822662e-02 8.921726047992706299e-02
1.000000000000000000e+03 2.157627139240503311e-03 1.703028916381299496e-03 4.987947177141904831e-03 1.628964440897107124e-03 1.522879931144416332e-03 1.703028916381299496e-03 4.987947177141904831e-03 1.628964440897107124e-03
2.000000000000000000e+03 7.570669404231011868e-04 5.780917708761990070e-04 2.118394477292895317e-03 8.812266751192510128e-04 5.237989826127886772e-04 5.780917708761990070e-04 2.118394477292895317e-03 8.812266751192510128e-04
3.000000000000000000e+03 5.702301277779042721e-04 4.552692407742142677e-04 1.487331814132630825e-03 6.738951778970658779e-04 3.789378970395773649e-04 4.552692407742142677e-04 1.487331814132630825e-03 6.738951778970658779e-04
4.000000000000000000e+03 4.022013745270669460e-04 3.452349628787487745e-04 1.084311050362884998e-03 5.098538822494447231e-04 2.647810906637459993e-04 3.452349628787487745e-04 1.084311050362884998e-03 5.098538822494447231e-04
5.000000000000000000e+03 2.743811055552214384e-04 2.470554609317332506e-04 8.290564292110502720e-04 4.247027682140469551e-04 1.866755192168056965e-04 2.470554609317332506e-04 8.290564292110502720e-04 4.247027682140469551e-04
6.000000000000000000e+03 2.035463985521346331e-04 1.908984850160777569e-04 6.535690627060830593e-04 3.853827074635773897e-04 1.448147086193785071e-04 1.908984850160777569e-04 6.535690627060830593e-04 3.853827074635773897e-04
7.000000000000000000e+03 1.904371747514232993e-04 1.552289177197962999e-04 5.122496513649821281e-04 3.605467791203409433e-04 1.419918553438037634e-04 1.552289177197962999e-04 5.122496513649821281e-04 3.605467791203409433e-04
8.000000000000000000e+03 1.814219867810606956e-04 1.284004247281700373e-04 4.015807644464075565e-04 3.425311297178268433e-04 1.386063813697546721e-04 1.284004247281700373e-04 4.015807644464075565e-04 3.425311297178268433e-04
9.000000000000000000e+03 1.649394398555159569e-04 1.060795693774707615e-04 3.133228747174143791e-04 3.279666125308722258e-04 1.275020185858011246e-04 1.060795693774707615e-04 3.133228747174143791e-04 3.279666125308722258e-04
1.000000000000000000e+04 1.531335728941485286e-04 8.700766920810565352e-05 2.467767335474491119e-04 3.121158806607127190e-04 1.193647040054202080e-04 8.700766920810565352e-05 2.467767335474491119e-04 3.121158806607127190e-04
1.100000000000000000e+04 1.456725585740059614e-04 7.525230466853827238e-05 1.898054615594446659e-04 3.059289883822202682e-04 1.156042708316817880e-04 7.525230466853827238e-05 1.898054615594446659e-04 3.059289883822202682e-04
1.200000000000000000e+04 1.474918244639411569e-04 6.803668657084926963e-05 1.639874972170218825e-04 2.934477233793586493e-04 1.195919030578806996e-04 6.803668657084926963e-05 1.639874972170218825e-04 2.934477233793586493e-04
1.300000000000000000e+04 1.332487299805507064e-04 6.204362580319866538e-05 1.342545583611354232e-04 2.933864016085863113e-04 1.083526149159297347e-04 6.204362580319866538e-05 1.342545583611354232e-04 2.933864016085863113e-04
1.400000000000000000e+04 1.242346916114911437e-04 5.815266194986179471e-05 1.194438591483049095e-04 2.892663760576397181e-04 1.014217123156413436e-04 5.815266194986179471e-05 1.194438591483049095e-04 2.892663760576397181e-04
1.500000000000000000e+04 1.153642078861594200e-04 5.493696153280325234e-05 1.069943609763868153e-04 2.871391188818961382e-04 9.446037438465282321e-05 5.493696153280325234e-05 1.069943609763868153e-04 2.871391188818961382e-04
1.600000000000000000e+04 1.063684176187962294e-04 5.227822475717402995e-05 9.809724724618718028e-05 2.842167450580745935e-04 8.717676973901689053e-05 5.227822475717402995e-05 9.809724724618718028e-05 2.842167450580745935e-04
1.700000000000000000e+04 9.674550528870895505e-05 5.054006396676413715e-05 9.405126183992251754e-05 2.781112561933696270e-04 7.872773130657151341e-05 5.054006396676413715e-05 9.405126183992251754e-05 2.781112561933696270e-04
1.800000000000000000e+04 8.793258894002065063e-05 4.873490615864284337e-05 8.896688086679205298e-05 2.753666485659778118e-04 7.115735934348776937e-05 4.873490615864284337e-05 8.896688086679205298e-05 2.753666485659778118e-04
1.900000000000000000e+04 8.207707287510856986e-05 4.701911893789656460e-05 8.047560550039634109e-05 2.798686909954994917e-04 6.655958713963627815e-05 4.701911893789656460e-05 8.047560550039634109e-05 2.798686909954994917e-04
2.000000000000000000e+04 7.349048973992466927e-05 4.640246697817929089e-05 8.214970148401334882e-05 2.701499615795910358e-04 5.890612010261975229e-05 4.640246697817929089e-05 8.214970148401334882e-05 2.701499615795910358e-04
2.100000000000000000e+04 6.864104943815618753e-05 4.397182419779710472e-05 7.390062091872096062e-05 2.763739612419158220e-04 5.531404895009472966e-05 4.397182419779710472e-05 7.390062091872096062e-05 2.763739612419158220e-04
2.200000000000000000e+04 2.635878045111894608e-04 4.819732203031890094e-05 9.894717368297278881e-05 3.296418581157922745e-04 2.497578971087932587e-04 4.819732203031890094e-05 9.894717368297278881e-05 3.296418581157922745e-04
2.300000000000000000e+04 4.653994255932047963e-05 4.250138954375870526e-05 7.083578384481370449e-05 2.677084994502365589e-04 3.514501077006570995e-05 4.250138954375870526e-05 7.083578384481370449e-05 2.677084994502365589e-04
