# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 6.066442467272281647e-03 6.589719653129577637e-01 6.272564530372619629e-01 5.719854030758142471e-03 6.589719653129577637e-01 6.272564530372619629e-01
1.000000000000000000e+02 7.291579968295991421e-04 2.472040010616183281e-03 3.404940245673060417e-03 6.294866325333714485e-04 2.472040010616183281e-03 3.404940245673060417e-03
2.000000000000000000e+02 9.576119919074699283e-05 2.159537398256361485e-04 2.752812288235872984e-04 6.795640365453436971e-05 2.159537398256361485e-04 2.752812288235872984e-04
3.000000000000000000e+02 4.388013621792197227e-05 1.936903863679617643e-04 2.277182211400941014e-04 2.999166645167861134e-05 1.936903863679617643e-04 2.277182211400941014e-04
4.000000000000000000e+02 2.664939893293194473e-05 1.444707449991255999e-04 1.828835956985130906e-04 1.682961556070949882e-05 1.444707449991255999e-04 1.828835956985130906e-04
5.000000000000000000e+02 1.820722172851674259e-05 1.042019066517241299e-04 1.373891864204779267e-04 1.086352767742937431e-05 1.042019066517241299e-04 1.373891864204779267e-04
6.000000000000000000e+02 2.190983286709524691e-05 3.385757736396044493e-04 4.767758364323526621e-04 1.499800055171363056e-05 3.385757736396044493e-04 4.767758364323526621e-04
7.000000000000000000e+02 1.130291366280289367e-05 3.146368544548749924e-04 7.107881247065961361e-04 6.613482128159375861e-06 3.146368544548749924e-04 7.107881247065961361e-04
8.000000000000000000e+02 2.436382055748254061e-05 3.298877563793212175e-04 5.512342322617769241e-04 1.873610926850233227e-05 3.298877563793212175e-04 5.512342322617769241e-04
9.000000000000000000e+02 8.325380804308224469e-06 4.315342812333256006e-05 7.133696635719388723e-05 4.724721293314360082e-06 4.315342812333256006e-05 7.133696635719388723e-05
1.000000000000000000e+03 8.800517207419034094e-06 5.983580194879323244e-05 9.854429663391783834e-05 5.437907930172514170e-06 5.983580194879323244e-05 9.854429663391783834e-05
1.100000000000000000e+03 7.219726285256911069e-06 2.911155206675175577e-05 5.300884731695987284e-05 4.396675649331882596e-06 2.911155206675175577e-05 5.300884731695987284e-05
1.200000000000000000e+03 1.683625305304303765e-05 3.091700782533735037e-04 3.591423446778208017e-04 1.420034277543891221e-05 3.091700782533735037e-04 3.591423446778208017e-04
1.300000000000000000e+03 6.853975264675682411e-06 3.385528907529078424e-05 7.872552669141441584e-05 4.395235919218976051e-06 3.385528907529078424e-05 7.872552669141441584e-05
1.400000000000000000e+03 6.319841304502915591e-06 1.506873923062812537e-05 3.178933184244669974e-05 4.140579221711959690e-06 1.506873923062812537e-05 3.178933184244669974e-05
1.500000000000000000e+03 6.646463134529767558e-06 2.019825114984996617e-05 3.356207525939680636e-05 4.706512299890164286e-06 2.019825114984996617e-05 3.356207525939680636e-05
1.600000000000000000e+03 5.588022759184241295e-06 9.031824447447434068e-06 2.125787432305514812e-05 3.831522008113097399e-06 9.031824447447434068e-06 2.125787432305514812e-05
1.700000000000000000e+03 4.364232518128119409e-05 1.158214989118278027e-03 1.194625045172870159e-03 4.121645542909391224e-05 1.158214989118278027e-03 1.194625045172870159e-03
1.800000000000000000e+03 4.784556494996650144e-06 5.108872301207156852e-06 1.467031415813835338e-05 3.433842948652454652e-06 5.108872301207156852e-06 1.467031415813835338e-05
1.900000000000000000e+03 4.395933046907885000e-06 6.130556357675231993e-06 1.736425292619969696e-05 3.216138338757446036e-06 6.130556357675231993e-06 1.736425292619969696e-05
2.000000000000000000e+03 3.933706466341391206e-06 3.028544824701384641e-06 1.045922908815555274e-05 2.927300329247373156e-06 3.028544824701384641e-06 1.045922908815555274e-05
