0 [0.0000e+00, 0.0000e+00]
4600 [9.8349e-02, 9.9524e-02]
4700 [9.8301e-02, 9.9508e-02]
4800 [9.8252e-02, 9.9489e-02]
4900 [9.8204e-02, 9.9468e-02]
5000 [9.8160e-02, 9.9446e-02]
5100 [9.8118e-02, 9.9423e-02]
5200 [9.8076e-02, 9.9400e-02]
5300 [9.8037e-02, 9.9378e-02]
5400 [9.7998e-02, 9.9356e-02]
5500 [9.7964e-02, 9.9335e-02]
5600 [9.7933e-02, 9.9313e-02]
5700 [9.7914e-02, 9.9292e-02]
5800 [9.7883e-02, 9.9272e-02]
5900 [9.7860e-02, 9.9257e-02]
6000 [9.7850e-02, 9.9231e-02]
6100 [9.7842e-02, 9.9213e-02]
6200 [9.7841e-02, 9.9206e-02]
6300 [9.7841e-02, 9.9173e-02]
6400 [9.7849e-02, 9.9153e-02]
6500 [9.7858e-02, 9.9136e-02]
6600 [9.7872e-02, 9.9114e-02]
6700 [9.7892e-02, 9.9093e-02]
6800 [9.7912e-02, 9.9079e-02]
6900 [9.7934e-02, 9.9060e-02]
7000 [9.7956e-02, 9.9040e-02]
7100 [9.7976e-02, 9.9035e-02]
7200 [9.8004e-02, 9.8998e-02]
7300 [9.8022e-02, 9.8968e-02]
7400 [9.8053e-02, 9.8961e-02]
7500 [9.8077e-02, 9.8945e-02]
7600 [9.8095e-02, 9.8925e-02]
7700 [9.8108e-02, 9.8894e-02]
7800 [9.8135e-02, 9.8885e-02]
7900 [9.8152e-02, 9.8870e-02]
8000 [9.8166e-02, 9.8852e-02]
8100 [9.8179e-02, 9.8839e-02]
8200 [9.8190e-02, 9.8825e-02]
8300 [9.8186e-02, 9.8813e-02]
8400 [9.8206e-02, 9.8803e-02]
8500 [9.8218e-02, 9.8798e-02]
8600 [9.8226e-02, 9.8782e-02]
8700 [9.8229e-02, 9.8777e-02]
8800 [9.8226e-02, 9.8776e-02]
8900 [9.8237e-02, 9.8762e-02]
9000 [9.8236e-02, 9.8759e-02]
9100 [9.8242e-02, 9.8754e-02]
9200 [9.8231e-02, 9.8746e-02]
9300 [9.8247e-02, 9.8744e-02]
9400 [9.8246e-02, 9.8740e-02]
9500 [9.8250e-02, 9.8735e-02]
9600 [9.8248e-02, 9.8739e-02]
9700 [9.8254e-02, 9.8739e-02]
9800 [9.8264e-02, 9.8732e-02]
9900 [9.8263e-02, 9.8728e-02]
10000 [9.8263e-02, 9.8730e-02]
10100 [9.8273e-02, 9.8747e-02]
10200 [9.8278e-02, 9.8726e-02]
10300 [9.8284e-02, 9.8725e-02]
10400 [9.8291e-02, 9.8726e-02]
10500 [9.8296e-02, 9.8725e-02]
10600 [9.8316e-02, 9.8736e-02]
10700 [9.8312e-02, 9.8734e-02]
10800 [9.8323e-02, 9.8733e-02]
10900 [9.8331e-02, 9.8737e-02]
11000 [9.8344e-02, 9.8742e-02]
11100 [9.8351e-02, 9.8742e-02]
11200 [9.8355e-02, 9.8760e-02]
11300 [9.8383e-02, 9.8753e-02]
11400 [9.8391e-02, 9.8756e-02]
11500 [9.8400e-02, 9.8760e-02]
11600 [9.8407e-02, 9.8772e-02]
11700 [9.8427e-02, 9.8773e-02]
11800 [9.8438e-02, 9.8779e-02]
11900 [9.8454e-02, 9.8785e-02]
12000 [9.8469e-02, 9.8798e-02]
12100 [9.8483e-02, 9.8800e-02]
12200 [9.8495e-02, 9.8806e-02]
12300 [9.8510e-02, 9.8813e-02]
12400 [9.8523e-02, 9.8822e-02]
12500 [9.8539e-02, 9.8830e-02]
12600 [9.8553e-02, 9.8838e-02]
12700 [9.8565e-02, 9.8843e-02]
12800 [9.8580e-02, 9.8856e-02]
12900 [9.8590e-02, 9.8864e-02]
13000 [9.8606e-02, 9.8880e-02]
13100 [9.8618e-02, 9.8884e-02]
13200 [9.8635e-02, 9.8894e-02]
13300 [9.8648e-02, 9.8902e-02]
13400 [9.8661e-02, 9.8918e-02]
13500 [9.8675e-02, 9.8924e-02]
13600 [9.8685e-02, 9.8932e-02]
13700 [9.8693e-02, 9.8943e-02]
13800 [9.8707e-02, 9.8953e-02]
13900 [9.8717e-02, 9.8963e-02]
14000 [9.8736e-02, 9.8972e-02]
14100 [9.8734e-02, 9.8995e-02]
14200 [9.8742e-02, 9.9005e-02]
14300 [9.8741e-02, 9.9017e-02]
14400 [9.8766e-02, 9.9015e-02]
14500 [9.8767e-02, 9.9038e-02]
14600 [9.8787e-02, 9.9040e-02]
14700 [9.8795e-02, 9.9052e-02]
14800 [9.8807e-02, 9.9063e-02]
14900 [9.8800e-02, 9.9070e-02]
15000 [9.8818e-02, 9.9085e-02]
15100 [9.8833e-02, 9.9097e-02]
15200 [9.8833e-02, 9.9103e-02]
15300 [9.8840e-02, 9.9118e-02]
15400 [9.8847e-02, 9.9129e-02]
15500 [9.8852e-02, 9.9138e-02]
15600 [9.8857e-02, 9.9150e-02]
15700 [9.8865e-02, 9.9159e-02]
15800 [9.8869e-02, 9.9171e-02]
15900 [9.8874e-02, 9.9183e-02]
16000 [9.8877e-02, 9.9192e-02]
16100 [9.8864e-02, 9.9193e-02]
16200 [9.8886e-02, 9.9214e-02]
16300 [9.8890e-02, 9.9223e-02]
16400 [9.8893e-02, 9.9234e-02]
16500 [9.8863e-02, 9.9278e-02]
16600 [9.8888e-02, 9.9247e-02]
16700 [9.8902e-02, 9.9262e-02]
16800 [9.8903e-02, 9.9273e-02]
16900 [9.8907e-02, 9.9281e-02]
17000 [9.8915e-02, 9.9299e-02]
17100 [9.8911e-02, 9.9301e-02]
17200 [9.8918e-02, 9.9305e-02]
17300 [9.8914e-02, 9.9314e-02]
17400 [9.8920e-02, 9.9326e-02]
17500 [9.8916e-02, 9.9330e-02]
17600 [9.8914e-02, 9.9340e-02]
17700 [9.8919e-02, 9.9345e-02]
17800 [9.8929e-02, 9.9348e-02]
17900 [9.8921e-02, 9.9359e-02]
18000 [9.8929e-02, 9.9368e-02]
18100 [9.8933e-02, 9.9373e-02]
18200 [9.8933e-02, 9.9381e-02]
18300 [9.8927e-02, 9.9378e-02]
18400 [9.8938e-02, 9.9394e-02]
18500 [9.8936e-02, 9.9396e-02]
18600 [9.8946e-02, 9.9405e-02]
18700 [9.8949e-02, 9.9414e-02]
18800 [9.8950e-02, 9.9417e-02]
18900 [9.8952e-02, 9.9425e-02]
19000 [9.8956e-02, 9.9429e-02]
19100 [9.8961e-02, 9.9433e-02]
19200 [9.8962e-02, 9.9436e-02]
19300 [9.8968e-02, 9.9443e-02]
19400 [9.8970e-02, 9.9447e-02]
19500 [9.8954e-02, 9.9485e-02]
19600 [9.8982e-02, 9.9458e-02]
19700 [9.8985e-02, 9.9462e-02]
19800 [9.8996e-02, 9.9456e-02]
19900 [9.8990e-02, 9.9467e-02]
20000 [9.8986e-02, 9.9479e-02]
20100 [9.9003e-02, 9.9479e-02]
20200 [9.9009e-02, 9.9483e-02]
20300 [9.9013e-02, 9.9486e-02]
20400 [9.9017e-02, 9.9489e-02]
20500 [9.9016e-02, 9.9491e-02]
20600 [9.9029e-02, 9.9497e-02]
20700 [9.9037e-02, 9.9496e-02]
20800 [9.9035e-02, 9.9503e-02]
20900 [9.9046e-02, 9.9510e-02]
21000 [9.9049e-02, 9.9512e-02]
21100 [9.9050e-02, 9.9518e-02]
21200 [9.9050e-02, 9.9517e-02]
21300 [9.9082e-02, 9.9497e-02]
21400 [9.9079e-02, 9.9531e-02]
21500 [9.9077e-02, 9.9530e-02]
21600 [9.9077e-02, 9.9533e-02]
21700 [9.9084e-02, 9.9537e-02]
21800 [9.9072e-02, 9.9558e-02]
21900 [9.9099e-02, 9.9542e-02]
22000 [9.9104e-02, 9.9545e-02]
22100 [9.9109e-02, 9.9549e-02]
22200 [9.9141e-02, 9.9533e-02]
22300 [9.9121e-02, 9.9556e-02]
22400 [9.9125e-02, 9.9558e-02]
22500 [9.9122e-02, 9.9564e-02]
22600 [9.9139e-02, 9.9562e-02]
22700 [9.9127e-02, 9.9561e-02]
22800 [9.9149e-02, 9.9569e-02]
22900 [9.9154e-02, 9.9572e-02]
23000 [9.9158e-02, 9.9575e-02]
23100 [9.9166e-02, 9.9573e-02]
23200 [9.9172e-02, 9.9581e-02]
23300 [9.9178e-02, 9.9583e-02]
23400 [9.9175e-02, 9.9586e-02]
23500 [9.9188e-02, 9.9588e-02]
23600 [9.9194e-02, 9.9593e-02]
23700 [9.9197e-02, 9.9612e-02]
23800 [9.9204e-02, 9.9596e-02]
23900 [9.9200e-02, 9.9608e-02]
24000 [9.9215e-02, 9.9600e-02]
24100 [9.9222e-02, 9.9603e-02]
24200 [9.9226e-02, 9.9605e-02]
24300 [9.9229e-02, 9.9615e-02]
24400 [9.9242e-02, 9.9614e-02]
24500 [9.9242e-02, 9.9613e-02]
24600 [9.9247e-02, 9.9615e-02]
24700 [9.9248e-02, 9.9620e-02]
24800 [9.9256e-02, 9.9621e-02]
24900 [9.9263e-02, 9.9623e-02]
25000 [9.9268e-02, 9.9626e-02]
25100 [9.9272e-02, 9.9627e-02]
25200 [9.9277e-02, 9.9628e-02]
25300 [9.9270e-02, 9.9640e-02]
25400 [9.9298e-02, 9.9644e-02]
25500 [9.9293e-02, 9.9635e-02]
25600 [9.9287e-02, 9.9633e-02]
25700 [9.9301e-02, 9.9639e-02]
25800 [9.9306e-02, 9.9643e-02]
25900 [9.9323e-02, 9.9654e-02]
26000 [9.9317e-02, 9.9645e-02]
26100 [9.9330e-02, 9.9663e-02]
26200 [9.9325e-02, 9.9650e-02]
26300 [9.9332e-02, 9.9651e-02]
26400 [9.9332e-02, 9.9654e-02]
26500 [9.9340e-02, 9.9655e-02]
26600 [9.9364e-02, 9.9640e-02]
26700 [9.9349e-02, 9.9660e-02]
26800 [9.9353e-02, 9.9661e-02]
26900 [9.9357e-02, 9.9662e-02]
27000 [9.9360e-02, 9.9664e-02]
27100 [9.9372e-02, 9.9660e-02]
27200 [9.9366e-02, 9.9670e-02]
27300 [9.9375e-02, 9.9671e-02]
27400 [9.9377e-02, 9.9672e-02]
27500 [9.9386e-02, 9.9668e-02]
27600 [9.9391e-02, 9.9679e-02]
27700 [9.9390e-02, 9.9677e-02]
27800 [9.9392e-02, 9.9678e-02]
27900 [9.9399e-02, 9.9678e-02]
28000 [9.9399e-02, 9.9679e-02]
28100 [9.9405e-02, 9.9684e-02]
28200 [9.9407e-02, 9.9684e-02]
28300 [9.9412e-02, 9.9686e-02]
28400 [9.9418e-02, 9.9691e-02]
28500 [9.9438e-02, 9.9679e-02]
28600 [9.9428e-02, 9.9699e-02]
28700 [9.9427e-02, 9.9693e-02]
28800 [9.9430e-02, 9.9694e-02]
28900 [9.9425e-02, 9.9691e-02]
29000 [9.9438e-02, 9.9698e-02]
29100 [9.9440e-02, 9.9699e-02]
29200 [9.9447e-02, 9.9698e-02]
29300 [9.9445e-02, 9.9702e-02]
29400 [9.9450e-02, 9.9704e-02]
29500 [9.9450e-02, 9.9702e-02]
29600 [9.9450e-02, 9.9707e-02]
29700 [9.9455e-02, 9.9703e-02]
29800 [9.9463e-02, 9.9710e-02]
29900 [9.9466e-02, 9.9710e-02]
30000 [9.9480e-02, 9.9700e-02]
30100 [9.9486e-02, 9.9722e-02]
30200 [9.9474e-02, 9.9716e-02]
30300 [9.9473e-02, 9.9717e-02]
30400 [9.9488e-02, 9.9709e-02]
30500 [9.9484e-02, 9.9720e-02]
30600 [9.9486e-02, 9.9721e-02]
30700 [9.9491e-02, 9.9747e-02]
30800 [9.9491e-02, 9.9724e-02]
30900 [9.9495e-02, 9.9721e-02]
31000 [9.9494e-02, 9.9729e-02]
31100 [9.9499e-02, 9.9729e-02]
31200 [9.9500e-02, 9.9730e-02]
31300 [9.9529e-02, 9.9703e-02]
31400 [9.9506e-02, 9.9732e-02]
31500 [9.9508e-02, 9.9733e-02]
31600 [9.9512e-02, 9.9735e-02]
31700 [9.9515e-02, 9.9737e-02]
31800 [9.9515e-02, 9.9737e-02]
31900 [9.9518e-02, 9.9740e-02]
32000 [9.9521e-02, 9.9739e-02]
32100 [9.9519e-02, 9.9740e-02]
32200 [9.9522e-02, 9.9737e-02]
32300 [9.9532e-02, 9.9758e-02]
32400 [9.9530e-02, 9.9745e-02]
32500 [9.9533e-02, 9.9747e-02]
32600 [9.9524e-02, 9.9733e-02]
32700 [9.9536e-02, 9.9749e-02]
32800 [9.9539e-02, 9.9751e-02]
32900 [9.9539e-02, 9.9755e-02]
33000 [9.9554e-02, 9.9744e-02]
33100 [9.9546e-02, 9.9757e-02]
33200 [9.9547e-02, 9.9756e-02]
33300 [9.9549e-02, 9.9757e-02]
33400 [9.9544e-02, 9.9758e-02]
33500 [9.9553e-02, 9.9760e-02]
33600 [9.9553e-02, 9.9762e-02]
33700 [9.9554e-02, 9.9766e-02]
33800 [9.9554e-02, 9.9763e-02]
33900 [9.9561e-02, 9.9765e-02]
34000 [9.9558e-02, 9.9764e-02]
34100 [9.9570e-02, 9.9761e-02]
34200 [9.9566e-02, 9.9769e-02]
34300 [9.9566e-02, 9.9768e-02]
34400 [9.9570e-02, 9.9771e-02]
34500 [9.9573e-02, 9.9769e-02]
34600 [9.9569e-02, 9.9774e-02]
34700 [9.9576e-02, 9.9771e-02]
34800 [9.9565e-02, 9.9774e-02]
34900 [9.9580e-02, 9.9800e-02]
35000 [9.9581e-02, 9.9778e-02]
35100 [9.9579e-02, 9.9778e-02]
35200 [9.9587e-02, 9.9795e-02]
35300 [9.9586e-02, 9.9781e-02]
35400 [9.9588e-02, 9.9775e-02]
35500 [9.9588e-02, 9.9780e-02]
35600 [9.9590e-02, 9.9785e-02]
35700 [9.9586e-02, 9.9787e-02]
35800 [9.9593e-02, 9.9786e-02]
35900 [9.9613e-02, 9.9766e-02]
36000 [9.9597e-02, 9.9790e-02]
36100 [9.9595e-02, 9.9781e-02]
36200 [9.9599e-02, 9.9792e-02]
36300 [9.9601e-02, 9.9791e-02]
36400 [9.9608e-02, 9.9779e-02]
36500 [9.9604e-02, 9.9795e-02]
36600 [9.9603e-02, 9.9797e-02]
36700 [9.9605e-02, 9.9801e-02]
36800 [9.9605e-02, 9.9797e-02]
36900 [9.9606e-02, 9.9795e-02]
37000 [9.9611e-02, 9.9801e-02]
37100 [9.9615e-02, 9.9812e-02]
37200 [9.9611e-02, 9.9799e-02]
37300 [9.9608e-02, 9.9806e-02]
37400 [9.9618e-02, 9.9807e-02]
37500 [9.9614e-02, 9.9804e-02]
37600 [9.9618e-02, 9.9804e-02]
37700 [9.9627e-02, 9.9821e-02]
37800 [9.9628e-02, 9.9806e-02]
37900 [9.9622e-02, 9.9810e-02]
38000 [9.9622e-02, 9.9809e-02]
38100 [9.9627e-02, 9.9810e-02]
38200 [9.9627e-02, 9.9814e-02]
38300 [9.9623e-02, 9.9821e-02]
38400 [9.9630e-02, 9.9816e-02]
38500 [9.9631e-02, 9.9817e-02]
38600 [9.9631e-02, 9.9816e-02]
38700 [9.9634e-02, 9.9819e-02]
38800 [9.9634e-02, 9.9820e-02]
38900 [9.9636e-02, 9.9822e-02]
39000 [9.9636e-02, 9.9824e-02]
39100 [9.9647e-02, 9.9816e-02]
39200 [9.9638e-02, 9.9825e-02]
39300 [9.9637e-02, 9.9822e-02]
39400 [9.9642e-02, 9.9827e-02]
39500 [9.9644e-02, 9.9828e-02]
39600 [9.9636e-02, 9.9820e-02]
39700 [9.9652e-02, 9.9838e-02]
39800 [9.9634e-02, 9.9841e-02]
39900 [9.9646e-02, 9.9831e-02]
40000 [9.9641e-02, 9.9829e-02]
40100 [9.9648e-02, 9.9833e-02]
40200 [9.9651e-02, 9.9836e-02]
40300 [9.9645e-02, 9.9836e-02]
40400 [9.9653e-02, 9.9837e-02]
40500 [9.9653e-02, 9.9838e-02]
40600 [9.9646e-02, 9.9839e-02]
40700 [9.9653e-02, 9.9842e-02]
40800 [9.9656e-02, 9.9843e-02]
40900 [9.9657e-02, 9.9842e-02]
41000 [9.9672e-02, 9.9820e-02]
41100 [9.9654e-02, 9.9838e-02]
41200 [9.9676e-02, 9.9828e-02]
41300 [9.9661e-02, 9.9847e-02]
41400 [9.9676e-02, 9.9861e-02]
41500 [9.9664e-02, 9.9847e-02]
41600 [9.9665e-02, 9.9848e-02]
41700 [9.9664e-02, 9.9850e-02]
41800 [9.9667e-02, 9.9850e-02]
41900 [9.9666e-02, 9.9853e-02]
42000 [9.9667e-02, 9.9850e-02]
42100 [9.9668e-02, 9.9848e-02]
42200 [9.9683e-02, 9.9842e-02]
42300 [9.9671e-02, 9.9854e-02]
42400 [9.9673e-02, 9.9856e-02]
42500 [9.9672e-02, 9.9856e-02]
42600 [9.9674e-02, 9.9857e-02]
42700 [9.9675e-02, 9.9859e-02]
42800 [9.9684e-02, 9.9876e-02]
42900 [9.9678e-02, 9.9860e-02]
43000 [9.9677e-02, 9.9863e-02]
43100 [9.9677e-02, 9.9863e-02]
43200 [9.9664e-02, 9.9859e-02]
43300 [9.9682e-02, 9.9863e-02]
43400 [9.9682e-02, 9.9865e-02]
43500 [9.9681e-02, 9.9866e-02]
43600 [9.9684e-02, 9.9867e-02]
43700 [9.9676e-02, 9.9864e-02]
43800 [9.9687e-02, 9.9866e-02]
43900 [9.9683e-02, 9.9870e-02]
44000 [9.9688e-02, 9.9870e-02]
44100 [9.9687e-02, 9.9871e-02]
44200 [9.9688e-02, 9.9874e-02]
44300 [9.9685e-02, 9.9879e-02]
44400 [9.9682e-02, 9.9865e-02]
44500 [9.9691e-02, 9.9875e-02]
44600 [9.9692e-02, 9.9876e-02]
44700 [9.9695e-02, 9.9869e-02]
44800 [9.9687e-02, 9.9870e-02]
44900 [9.9694e-02, 9.9878e-02]
45000 [9.9689e-02, 9.9883e-02]
45100 [9.9696e-02, 9.9880e-02]
45200 [9.9696e-02, 9.9879e-02]
45300 [9.9683e-02, 9.9866e-02]
45400 [9.9698e-02, 9.9882e-02]
45500 [9.9671e-02, 9.9894e-02]
45600 [9.9699e-02, 9.9882e-02]
45700 [9.9699e-02, 9.9891e-02]
45800 [9.9701e-02, 9.9884e-02]
45900 [9.9702e-02, 9.9886e-02]
46000 [9.9703e-02, 9.9886e-02]
46100 [9.9704e-02, 9.9887e-02]
46200 [9.9702e-02, 9.9890e-02]
46300 [9.9712e-02, 9.9909e-02]
46400 [9.9705e-02, 9.9889e-02]
46500 [9.9694e-02, 9.9879e-02]
46600 [9.9707e-02, 9.9890e-02]
46700 [9.9713e-02, 9.9882e-02]
46800 [9.9709e-02, 9.9894e-02]
46900 [9.9709e-02, 9.9892e-02]
47000 [9.9710e-02, 9.9894e-02]
47100 [9.9709e-02, 9.9903e-02]
47200 [9.9711e-02, 9.9894e-02]
47300 [9.9711e-02, 9.9896e-02]
47400 [9.9712e-02, 9.9897e-02]
47500 [9.9712e-02, 9.9896e-02]
47600 [9.9732e-02, 9.9874e-02]
47700 [9.9714e-02, 9.9899e-02]
47800 [9.9714e-02, 9.9899e-02]
47900 [9.9716e-02, 9.9899e-02]
48000 [9.9718e-02, 9.9901e-02]
48100 [9.9714e-02, 9.9900e-02]
48200 [9.9718e-02, 9.9902e-02]
48300 [9.9710e-02, 9.9903e-02]
48400 [9.9720e-02, 9.9901e-02]
48500 [9.9719e-02, 9.9903e-02]
48600 [9.9703e-02, 9.9889e-02]
48700 [9.9720e-02, 9.9904e-02]
48800 [9.9719e-02, 9.9905e-02]
48900 [9.9723e-02, 9.9906e-02]
49000 [9.9722e-02, 9.9906e-02]
49100 [9.9719e-02, 9.9901e-02]
49200 [9.9724e-02, 9.9907e-02]
49300 [9.9725e-02, 9.9908e-02]
49400 [9.9725e-02, 9.9909e-02]
49500 [9.9725e-02, 9.9909e-02]
49600 [9.9728e-02, 9.9907e-02]
49700 [9.9723e-02, 9.9911e-02]
49800 [9.9727e-02, 9.9911e-02]
49900 [9.9738e-02, 9.9922e-02]
50000 [9.9728e-02, 9.9912e-02]
50100 [9.9731e-02, 9.9912e-02]
50200 [9.9740e-02, 9.9923e-02]
50300 [9.9730e-02, 9.9913e-02]
50400 [9.9736e-02, 9.9909e-02]
50500 [9.9730e-02, 9.9915e-02]
50600 [9.9731e-02, 9.9915e-02]
50700 [9.9733e-02, 9.9916e-02]
50800 [9.9743e-02, 9.9928e-02]
50900 [9.9733e-02, 9.9917e-02]
51000 [9.9731e-02, 9.9916e-02]
51100 [9.9734e-02, 9.9918e-02]
51200 [9.9713e-02, 9.9933e-02]
51300 [9.9734e-02, 9.9919e-02]
51400 [9.9735e-02, 9.9919e-02]
51500 [9.9736e-02, 9.9921e-02]
51600 [9.9730e-02, 9.9917e-02]
51700 [9.9733e-02, 9.9919e-02]
51800 [9.9734e-02, 9.9930e-02]
51900 [9.9738e-02, 9.9923e-02]
52000 [9.9729e-02, 9.9916e-02]
52100 [9.9758e-02, 9.9899e-02]
52200 [9.9733e-02, 9.9921e-02]
52300 [9.9740e-02, 9.9924e-02]
52400 [9.9742e-02, 9.9925e-02]
52500 [9.9741e-02, 9.9924e-02]
52600 [9.9745e-02, 9.9923e-02]
52700 [9.9742e-02, 9.9927e-02]
52800 [9.9742e-02, 9.9925e-02]
52900 [9.9743e-02, 9.9927e-02]
53000 [9.9742e-02, 9.9929e-02]
53100 [9.9743e-02, 9.9928e-02]
53200 [9.9745e-02, 9.9929e-02]
53300 [9.9743e-02, 9.9930e-02]
53400 [9.9746e-02, 9.9928e-02]
53500 [9.9752e-02, 9.9909e-02]
53600 [9.9746e-02, 9.9930e-02]
53700 [9.9746e-02, 9.9930e-02]
53800 [9.9747e-02, 9.9931e-02]
53900 [9.9758e-02, 9.9940e-02]
54000 [9.9748e-02, 9.9932e-02]
54100 [9.9747e-02, 9.9931e-02]
54200 [9.9764e-02, 9.9922e-02]
54300 [9.9727e-02, 9.9923e-02]
54400 [9.9750e-02, 9.9932e-02]
54500 [9.9748e-02, 9.9930e-02]
54600 [9.9751e-02, 9.9933e-02]
54700 [9.9750e-02, 9.9934e-02]
54800 [9.9751e-02, 9.9935e-02]
54900 [9.9750e-02, 9.9933e-02]
55000 [9.9752e-02, 9.9935e-02]
55100 [9.9752e-02, 9.9936e-02]
55200 [9.9747e-02, 9.9933e-02]
55300 [9.9753e-02, 9.9936e-02]
55400 [9.9753e-02, 9.9937e-02]
55500 [9.9752e-02, 9.9936e-02]
55600 [9.9768e-02, 9.9918e-02]
55700 [9.9755e-02, 9.9938e-02]
55800 [9.9749e-02, 9.9936e-02]
55900 [9.9756e-02, 9.9938e-02]
56000 [9.9775e-02, 9.9927e-02]
56100 [9.9753e-02, 9.9939e-02]
56200 [9.9757e-02, 9.9939e-02]
56300 [9.9757e-02, 9.9939e-02]
56400 [9.9773e-02, 9.9922e-02]
56500 [9.9739e-02, 9.9930e-02]
56600 [9.9758e-02, 9.9940e-02]
56700 [9.9765e-02, 9.9943e-02]
56800 [9.9768e-02, 9.9922e-02]
56900 [9.9757e-02, 9.9944e-02]
57000 [9.9759e-02, 9.9942e-02]
57100 [9.9754e-02, 9.9939e-02]
57200 [9.9772e-02, 9.9926e-02]
57300 [9.9761e-02, 9.9942e-02]
57400 [9.9758e-02, 9.9946e-02]
57500 [9.9761e-02, 9.9942e-02]
57600 [9.9768e-02, 9.9928e-02]
57700 [9.9762e-02, 9.9944e-02]
57800 [9.9762e-02, 9.9943e-02]
57900 [9.9763e-02, 9.9944e-02]
58000 [9.9752e-02, 9.9936e-02]
58100 [9.9772e-02, 9.9954e-02]
58200 [9.9764e-02, 9.9945e-02]
58300 [9.9763e-02, 9.9946e-02]
58400 [9.9762e-02, 9.9945e-02]
58500 [9.9764e-02, 9.9945e-02]
58600 [9.9763e-02, 9.9948e-02]
58700 [9.9769e-02, 9.9953e-02]
58800 [9.9765e-02, 9.9946e-02]
58900 [9.9765e-02, 9.9948e-02]
59000 [9.9766e-02, 9.9947e-02]
59100 [9.9765e-02, 9.9948e-02]
59200 [9.9766e-02, 9.9948e-02]
59300 [9.9764e-02, 9.9951e-02]
59400 [9.9780e-02, 9.9934e-02]
59500 [9.9750e-02, 9.9937e-02]
59600 [9.9768e-02, 9.9947e-02]
59700 [9.9777e-02, 9.9962e-02]
59800 [9.9768e-02, 9.9949e-02]
59900 [9.9760e-02, 9.9943e-02]
60000 [9.9768e-02, 9.9949e-02]
60100 [9.9769e-02, 9.9949e-02]
60200 [9.9768e-02, 9.9949e-02]
60300 [9.9770e-02, 9.9950e-02]
60400 [9.9763e-02, 9.9948e-02]
60500 [9.9765e-02, 9.9965e-02]
60600 [9.9770e-02, 9.9951e-02]
60700 [9.9770e-02, 9.9948e-02]
60800 [9.9780e-02, 9.9937e-02]
60900 [9.9753e-02, 9.9935e-02]
61000 [9.9771e-02, 9.9951e-02]
61100 [9.9776e-02, 9.9956e-02]
61200 [9.9772e-02, 9.9951e-02]
61300 [9.9772e-02, 9.9952e-02]
61400 [9.9769e-02, 9.9954e-02]
61500 [9.9773e-02, 9.9952e-02]
61600 [9.9780e-02, 9.9976e-02]
61700 [9.9774e-02, 9.9952e-02]
61800 [9.9770e-02, 9.9953e-02]
61900 [9.9773e-02, 9.9953e-02]
62000 [9.9763e-02, 9.9951e-02]
62100 [9.9774e-02, 9.9952e-02]
62200 [9.9774e-02, 9.9954e-02]
62300 [9.9763e-02, 9.9956e-02]
62400 [9.9775e-02, 9.9953e-02]
62500 [9.9788e-02, 9.9947e-02]
62600 [9.9772e-02, 9.9955e-02]
62700 [9.9775e-02, 9.9954e-02]
62800 [9.9779e-02, 9.9954e-02]
62900 [9.9776e-02, 9.9954e-02]
63000 [9.9777e-02, 9.9954e-02]
63100 [9.9775e-02, 9.9955e-02]
63200 [9.9767e-02, 9.9946e-02]
63300 [9.9776e-02, 9.9956e-02]
63400 [9.9776e-02, 9.9955e-02]
