# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.768338121473789215e-02 2.720672988891601562e+01 1.773667708039283752e-02 2.720672988891601562e+01
1.000000000000000000e+03 2.595704980194568634e-03 4.756155889481306076e-03 2.130768029019236565e-03 4.756155889481306076e-03
2.000000000000000000e+03 1.391437370330095291e-03 4.573787096887826920e-03 1.101230503991246223e-03 4.573787096887826920e-03
3.000000000000000000e+03 9.354393114335834980e-04 4.250469617545604706e-03 7.323895115405321121e-04 4.250469617545604706e-03
4.000000000000000000e+03 6.856907275505363941e-04 3.796869423240423203e-03 5.351618747226893902e-04 3.796869423240423203e-03
5.000000000000000000e+03 5.513636860996484756e-04 3.339395625516772270e-03 4.295776598155498505e-04 3.339395625516772270e-03
6.000000000000000000e+03 4.731761000584810972e-04 2.859531901776790619e-03 3.649213176686316729e-04 2.859531901776790619e-03
7.000000000000000000e+03 4.421261255629360676e-04 2.332379575818777084e-03 3.363379801157861948e-04 2.332379575818777084e-03
8.000000000000000000e+03 4.893951117992401123e-04 1.791353453882038593e-03 3.661884984467178583e-04 1.791353453882038593e-03
9.000000000000000000e+03 5.767137045040726662e-04 1.319660805165767670e-03 4.307590425014495850e-04 1.319660805165767670e-03
1.000000000000000000e+04 6.303714471869170666e-04 1.031806343235075474e-03 4.687714681494981050e-04 1.031806343235075474e-03
1.100000000000000000e+04 6.379924016073346138e-04 8.529193000867962837e-04 4.728093917947262526e-04 8.529193000867962837e-04
1.200000000000000000e+04 6.181232747621834278e-04 6.766712758690118790e-04 4.560524830594658852e-04 6.766712758690118790e-04
1.300000000000000000e+04 5.740808555856347084e-04 4.833034472540020943e-04 4.221669805701822042e-04 4.833034472540020943e-04
1.400000000000000000e+04 4.538859939202666283e-04 3.395246749278157949e-04 3.365432203281670809e-04 3.395246749278157949e-04
1.500000000000000000e+04 2.711882989387959242e-04 7.145081181079149246e-03 2.271475823363289237e-04 7.145081181079149246e-03
1.600000000000000000e+04 1.184956927318125963e-04 1.386615767842158675e-04 8.673332922626286745e-05 1.386615767842158675e-04
1.700000000000000000e+04 1.069641439244151115e-04 1.264072780031710863e-04 7.873515278333798051e-05 1.264072780031710863e-04
1.800000000000000000e+04 1.033890148391947150e-04 1.204127984237857163e-04 7.619530515512451530e-05 1.204127984237857163e-04
1.900000000000000000e+04 9.900366421788930893e-05 1.144228663179092109e-04 7.292468944797292352e-05 1.144228663179092109e-04
2.000000000000000000e+04 9.770682663656771183e-05 1.217951503349468112e-04 7.185350114013999701e-05 1.217951503349468112e-04
2.100000000000000000e+04 8.810975850792601705e-05 1.021972930175252259e-04 6.430787470890209079e-05 1.021972930175252259e-04
2.200000000000000000e+04 7.595646457048133016e-05 9.166410745820030570e-05 5.475144280353561044e-05 9.166410745820030570e-05
2.300000000000000000e+04 1.380295871058478951e-04 2.136807888746261597e-03 1.347505167359486222e-04 2.136807888746261597e-03
2.400000000000000000e+04 4.858477404923178256e-05 6.315812788670882583e-05 3.267021384090185165e-05 6.315812788670882583e-05
2.500000000000000000e+04 3.886524427798576653e-05 4.971982343704439700e-05 2.530056008254177868e-05 4.971982343704439700e-05
2.600000000000000000e+04 1.708945492282509804e-04 4.455878399312496185e-03 1.657732645981013775e-04 4.455878399312496185e-03
2.700000000000000000e+04 1.921815237437840551e-05 2.858667539840098470e-05 1.238349159393692389e-05 2.858667539840098470e-05
2.800000000000000000e+04 4.321890010032802820e-04 7.370740175247192383e-03 4.368067602626979351e-04 7.370740175247192383e-03
2.900000000000000000e+04 1.143492318078642711e-05 1.828228596423286945e-05 7.684420779696665704e-06 1.828228596423286945e-05
3.000000000000000000e+04 9.516652426100336015e-06 1.527880522189661860e-05 6.459869837271980941e-06 1.527880522189661860e-05
3.100000000000000000e+04 1.415867063769837841e-05 1.595280773472040892e-04 1.011330459732562304e-05 1.595280773472040892e-04
3.200000000000000000e+04 7.820406608516350389e-06 1.162417811428895220e-05 5.339964900485938415e-06 1.162417811428895220e-05
3.300000000000000000e+04 7.740683031443040818e-06 1.062620594893814996e-05 5.335978585208067670e-06 1.062620594893814996e-05
3.400000000000000000e+04 8.729060027690138668e-06 2.620919076434802264e-05 5.821628292324021459e-06 2.620919076434802264e-05
3.500000000000000000e+04 7.400331469398224726e-06 9.282526661991141737e-06 5.284034159558359534e-06 9.282526661991141737e-06
3.600000000000000000e+04 7.771482160023879260e-06 1.217602493852609769e-05 5.427939413493731990e-06 1.217602493852609769e-05
3.700000000000000000e+04 8.046135917538776994e-06 6.987655797274783254e-05 6.717900760122574866e-06 6.987655797274783254e-05
3.800000000000000000e+04 7.037496743578230962e-06 8.674006494402419776e-06 5.187596798350568861e-06 8.674006494402419776e-06
3.900000000000000000e+04 6.739328455296345055e-06 8.530314516974613070e-06 4.999883003620197996e-06 8.530314516974613070e-06
4.000000000000000000e+04 7.463559541065478697e-06 1.060655449691694230e-05 5.572786449192790315e-06 1.060655449691694230e-05
4.100000000000000000e+04 6.408778972399886698e-06 8.394929864152800292e-06 4.788548721990082413e-06 8.394929864152800292e-06
4.200000000000000000e+04 6.455331913457484916e-06 1.166973743238486350e-05 4.851602625421946868e-06 1.166973743238486350e-05
4.300000000000000000e+04 6.116248641774291173e-06 8.340454769495408982e-06 4.597556653607171029e-06 8.340454769495408982e-06
4.400000000000000000e+04 5.910163508815458044e-06 8.418517609243281186e-06 4.446706952876411378e-06 8.418517609243281186e-06
4.500000000000000000e+04 5.948887519480194896e-06 8.526029887434560806e-06 4.522554718278115615e-06 8.526029887434560806e-06
4.600000000000000000e+04 5.360700470191659406e-06 8.309520126204006374e-06 4.057482783537125215e-06 8.309520126204006374e-06
4.700000000000000000e+04 2.627600406412966549e-05 1.462835702113807201e-03 2.312264950887765735e-05 1.462835702113807201e-03
4.800000000000000000e+04 5.011104349250672385e-06 8.165509825630579144e-06 3.824892701231874526e-06 8.165509825630579144e-06
4.900000000000000000e+04 5.435385901364497840e-06 2.260304790979716927e-05 4.041214651806512848e-06 2.260304790979716927e-05
5.000000000000000000e+04 4.659450951294275001e-06 8.030231583688873798e-06 3.575275968614732847e-06 8.030231583688873798e-06
5.100000000000000000e+04 4.669075224228436127e-06 7.949650353111792356e-06 3.788588628594879992e-06 7.949650353111792356e-06
5.200000000000000000e+04 5.802275609312346205e-06 1.894157503556925803e-05 4.461310709302779287e-06 1.894157503556925803e-05
5.300000000000000000e+04 4.352064934209920466e-06 7.808930604369379580e-06 3.379429927008459345e-06 7.808930604369379580e-06
5.400000000000000000e+04 4.421007815835764632e-06 7.870915396779309958e-06 3.452704049777821638e-06 7.870915396779309958e-06
5.500000000000000000e+04 4.567239102470921353e-06 8.683909072715323418e-06 3.560705636118655093e-06 8.683909072715323418e-06
5.600000000000000000e+04 4.117302523809485137e-06 7.585733783344039693e-06 3.252455371693940833e-06 7.585733783344039693e-06
5.700000000000000000e+04 4.245848685968667269e-06 7.525611181335989386e-06 3.385943273315206170e-06 7.525611181335989386e-06
5.800000000000000000e+04 4.116455784242134541e-06 7.458663731085835025e-06 3.295419446658343077e-06 7.458663731085835025e-06
5.900000000000000000e+04 4.090189577254932374e-06 7.369874310825252905e-06 3.288284233349259011e-06 7.369874310825252905e-06
