# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.686393865384161472e-03 9.610687266103923321e-04 3.814553841948509216e-03 1.254289531707763672e+01 4.268888384103775024e-02 3.706249296665191650e-01 1.686393865384161472e-03 9.610687266103923321e-04 3.814553841948509216e-03 1.254289531707763672e+01 4.268888384103775024e-02 3.706249296665191650e-01
1.000000000000000000e+02 5.640834206133149564e-05 3.492968622595071793e-03 1.219238271005451679e-03 2.854416668415069580e-01 1.752932742238044739e-02 1.137023270130157471e-01 5.640834206133149564e-05 3.492968622595071793e-03 1.219238271005451679e-03 2.854416668415069580e-01 1.752932742238044739e-02 1.137023270130157471e-01
2.000000000000000000e+02 5.291023408062756062e-04 1.753534935414791107e-02 2.070997143164277077e-03 2.122921794652938843e-01 1.487872563302516937e-02 6.373763829469680786e-02 5.291023408062756062e-04 1.753534935414791107e-02 2.070997143164277077e-03 2.122921794652938843e-01 1.487872563302516937e-02 6.373763829469680786e-02
3.000000000000000000e+02 1.889094128273427486e-03 1.818294078111648560e-02 2.377084689214825630e-03 1.602885425090789795e-01 1.351728104054927826e-02 4.697561636567115784e-02 1.889094128273427486e-03 1.818294078111648560e-02 2.377084689214825630e-03 1.602885425090789795e-01 1.351728104054927826e-02 4.697561636567115784e-02
4.000000000000000000e+02 3.660597838461399078e-03 1.287088356912136078e-02 3.100358415395021439e-03 8.061626553535461426e-02 1.308843865990638733e-02 3.425189107656478882e-02 3.660597838461399078e-03 1.287088356912136078e-02 3.100358415395021439e-03 8.061626553535461426e-02 1.308843865990638733e-02 3.425189107656478882e-02
5.000000000000000000e+02 2.046402543783187866e-03 5.191159434616565704e-03 1.980608562007546425e-03 2.020934596657752991e-02 6.064788904041051865e-03 1.286477595567703247e-02 2.046402543783187866e-03 5.191159434616565704e-03 1.980608562007546425e-03 2.020934596657752991e-02 6.064788904041051865e-03 1.286477595567703247e-02
6.000000000000000000e+02 1.332533545792102814e-03 3.367160912603139877e-03 9.727276628836989403e-04 1.177725289016962051e-02 3.734510624781250954e-03 7.302715908735990524e-03 1.332533545792102814e-03 3.367160912603139877e-03 9.727276628836989403e-04 1.177725289016962051e-02 3.734510624781250954e-03 7.302715908735990524e-03
7.000000000000000000e+02 9.498732397332787514e-04 2.821704139932990074e-03 7.843910134397447109e-04 8.758611977100372314e-03 2.953148214146494865e-03 4.339378327131271362e-03 9.498732397332787514e-04 2.821704139932990074e-03 7.843910134397447109e-04 8.758611977100372314e-03 2.953148214146494865e-03 4.339378327131271362e-03
8.000000000000000000e+02 6.813707295805215836e-04 2.297922037541866302e-03 6.599547341465950012e-04 7.554994430392980576e-03 2.387948799878358841e-03 3.194842953234910965e-03 6.813707295805215836e-04 2.297922037541866302e-03 6.599547341465950012e-04 7.554994430392980576e-03 2.387948799878358841e-03 3.194842953234910965e-03
9.000000000000000000e+02 5.756169557571411133e-04 2.033822936937212944e-03 5.981301073916256428e-04 6.728088483214378357e-03 2.026557456701993942e-03 2.572172088548541069e-03 5.756169557571411133e-04 2.033822936937212944e-03 5.981301073916256428e-04 6.728088483214378357e-03 2.026557456701993942e-03 2.572172088548541069e-03
1.000000000000000000e+03 5.239027668721973896e-04 1.875468296930193901e-03 5.502651329152286053e-04 6.390200462192296982e-03 1.795556745491921902e-03 2.502719173207879066e-03 5.239027668721973896e-04 1.875468296930193901e-03 5.502651329152286053e-04 6.390200462192296982e-03 1.795556745491921902e-03 2.502719173207879066e-03
1.100000000000000000e+03 4.670898779295384884e-04 1.639251480810344219e-03 4.962960374541580677e-04 6.036096718162298203e-03 1.546485465951263905e-03 2.714949892833828926e-03 4.670898779295384884e-04 1.639251480810344219e-03 4.962960374541580677e-04 6.036096718162298203e-03 1.546485465951263905e-03 2.714949892833828926e-03
1.200000000000000000e+03 4.329082730691879988e-04 1.456827507354319096e-03 4.612876218743622303e-04 5.857048556208610535e-03 1.357601140625774860e-03 1.871590153314173222e-03 4.329082730691879988e-04 1.456827507354319096e-03 4.612876218743622303e-04 5.857048556208610535e-03 1.357601140625774860e-03 1.871590153314173222e-03
